rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8072,a man talking about human relationships,"[[9474, 1.431161880493164]]","[[9474, 1.431161880493164], [7215, 1.435469627380371], [9404, 1.436466097831726], [8075, 1.4393746852874756], [9350, 1.4422768354415894]]","[[9474, 1.431161880493164], [7215, 1.435469627380371], [9404, 1.436466097831726], [8075, 1.4393746852874756], [9350, 1.4422768354415894], [9203, 1.4430512189865112], [8072, 1.4446375370025635], [7491, 1.4451537132263184], [8346, 1.447892427444458], [7546, 1.448020577430725]]","[[9474, 1.431161880493164], [7215, 1.435469627380371], [9404, 1.436466097831726], [8075, 1.4393746852874756], [9350, 1.4422768354415894], [9203, 1.4430512189865112], [8072, 1.4446375370025635], [7491, 1.4451537132263184], [8346, 1.447892427444458], [7546, 1.448020577430725], [9825, 1.4500013589859009], [9517, 1.4511724710464478], [9728, 1.4547109603881836], [8824, 1.459561824798584], [7412, 1.4606869220733643]]",8072
video9238,a man is singing and dancing in an elevator while people watch,"[[8945, 1.3525848388671875]]","[[8945, 1.3525848388671875], [9238, 1.3772566318511963], [7732, 1.3792599439620972], [8978, 1.4209064245224], [8129, 1.4213409423828125]]","[[8945, 1.3525848388671875], [9238, 1.3772566318511963], [7732, 1.3792599439620972], [8978, 1.4209064245224], [8129, 1.4213409423828125], [8815, 1.4246256351470947], [8318, 1.4343163967132568], [8831, 1.4431545734405518], [9254, 1.443936824798584], [7593, 1.450268030166626]]","[[8945, 1.3525848388671875], [9238, 1.3772566318511963], [7732, 1.3792599439620972], [8978, 1.4209064245224], [8129, 1.4213409423828125], [8815, 1.4246256351470947], [8318, 1.4343163967132568], [8831, 1.4431545734405518], [9254, 1.443936824798584], [7593, 1.450268030166626], [7028, 1.461119294166565], [7211, 1.4623847007751465], [8664, 1.468700647354126], [7146, 1.4687309265136719], [9834, 1.469792366027832]]",9238
video8865,a man in a kitchen is preparing pancakes he s wearing a white shirt and has black hair,"[[7799, 1.331766963005066]]","[[7799, 1.331766963005066], [8834, 1.3388206958770752], [7966, 1.3415964841842651], [8865, 1.3761062622070312], [7148, 1.3810516595840454]]","[[7799, 1.331766963005066], [8834, 1.3388206958770752], [7966, 1.3415964841842651], [8865, 1.3761062622070312], [7148, 1.3810516595840454], [8129, 1.395545482635498], [9335, 1.398000955581665], [8325, 1.3984631299972534], [7695, 1.4005582332611084], [8483, 1.401719093322754]]","[[7799, 1.331766963005066], [8834, 1.3388206958770752], [7966, 1.3415964841842651], [8865, 1.3761062622070312], [7148, 1.3810516595840454], [8129, 1.395545482635498], [9335, 1.398000955581665], [8325, 1.3984631299972534], [7695, 1.4005582332611084], [8483, 1.401719093322754], [9693, 1.403244137763977], [7559, 1.403780221939087], [7591, 1.4077688455581665], [7968, 1.4142374992370605], [9798, 1.4147511720657349]]",8865
video9514,inside of a toyota car with large space and safety,"[[9514, 1.3713533878326416]]","[[9514, 1.3713533878326416], [7356, 1.3765909671783447], [7354, 1.3860605955123901], [7343, 1.4024962186813354], [8246, 1.4065974950790405]]","[[9514, 1.3713533878326416], [7356, 1.3765909671783447], [7354, 1.3860605955123901], [7343, 1.4024962186813354], [8246, 1.4065974950790405], [7597, 1.4069108963012695], [9508, 1.425459861755371], [7340, 1.4287687540054321], [7969, 1.4374196529388428], [8344, 1.4386719465255737]]","[[9514, 1.3713533878326416], [7356, 1.3765909671783447], [7354, 1.3860605955123901], [7343, 1.4024962186813354], [8246, 1.4065974950790405], [7597, 1.4069108963012695], [9508, 1.425459861755371], [7340, 1.4287687540054321], [7969, 1.4374196529388428], [8344, 1.4386719465255737], [9677, 1.4453558921813965], [7026, 1.4462416172027588], [9530, 1.44719660282135], [7209, 1.447829246520996], [7115, 1.44954252243042]]",9514
video9332,a woman is discussing a new video game,"[[7724, 1.398439645767212]]","[[7724, 1.398439645767212], [8254, 1.4118189811706543], [9517, 1.4159283638000488], [9835, 1.41749906539917], [7685, 1.4194505214691162]]","[[7724, 1.398439645767212], [8254, 1.4118189811706543], [9517, 1.4159283638000488], [9835, 1.41749906539917], [7685, 1.4194505214691162], [9575, 1.4231035709381104], [7341, 1.4271045923233032], [8807, 1.4346964359283447], [9419, 1.4427211284637451], [7577, 1.4484903812408447]]","[[7724, 1.398439645767212], [8254, 1.4118189811706543], [9517, 1.4159283638000488], [9835, 1.41749906539917], [7685, 1.4194505214691162], [9575, 1.4231035709381104], [7341, 1.4271045923233032], [8807, 1.4346964359283447], [9419, 1.4427211284637451], [7577, 1.4484903812408447], [7231, 1.4494706392288208], [8721, 1.4495528936386108], [7798, 1.4495623111724854], [8488, 1.4500411748886108], [8669, 1.4504703283309937]]",9332
video8489,a person pointing to food on a plate,"[[7566, 1.3399890661239624]]","[[7566, 1.3399890661239624], [7799, 1.3624918460845947], [8910, 1.3862932920455933], [8129, 1.3934316635131836], [9873, 1.4009467363357544]]","[[7566, 1.3399890661239624], [7799, 1.3624918460845947], [8910, 1.3862932920455933], [8129, 1.3934316635131836], [9873, 1.4009467363357544], [9693, 1.4015707969665527], [8011, 1.402485728263855], [8056, 1.4071518182754517], [7973, 1.4108309745788574], [7591, 1.4120607376098633]]","[[7566, 1.3399890661239624], [7799, 1.3624918460845947], [8910, 1.3862932920455933], [8129, 1.3934316635131836], [9873, 1.4009467363357544], [9693, 1.4015707969665527], [8011, 1.402485728263855], [8056, 1.4071518182754517], [7973, 1.4108309745788574], [7591, 1.4120607376098633], [7966, 1.4133533239364624], [8057, 1.41374933719635], [7154, 1.4152700901031494], [7360, 1.415744662284851], [7744, 1.4158880710601807]]",8489
video9589,woman playing instruments in a field for a music video,"[[9589, 1.3198504447937012]]","[[9589, 1.3198504447937012], [8014, 1.4114891290664673], [8118, 1.4146058559417725], [8680, 1.4386951923370361], [8678, 1.4541339874267578]]","[[9589, 1.3198504447937012], [8014, 1.4114891290664673], [8118, 1.4146058559417725], [8680, 1.4386951923370361], [8678, 1.4541339874267578], [8305, 1.4617946147918701], [9026, 1.4620532989501953], [8241, 1.4660459756851196], [7411, 1.4662845134735107], [8333, 1.4687433242797852]]","[[9589, 1.3198504447937012], [8014, 1.4114891290664673], [8118, 1.4146058559417725], [8680, 1.4386951923370361], [8678, 1.4541339874267578], [8305, 1.4617946147918701], [9026, 1.4620532989501953], [8241, 1.4660459756851196], [7411, 1.4662845134735107], [8333, 1.4687433242797852], [7823, 1.470275640487671], [7144, 1.4729974269866943], [8125, 1.476250171661377], [9600, 1.4772300720214844], [9246, 1.479710340499878]]",9589
video7152,a person is swimming in some white water rapids,"[[7152, 1.353034496307373]]","[[7152, 1.353034496307373], [8493, 1.3558121919631958], [8335, 1.3906471729278564], [8928, 1.4453694820404053], [7837, 1.4502270221710205]]","[[7152, 1.353034496307373], [8493, 1.3558121919631958], [8335, 1.3906471729278564], [8928, 1.4453694820404053], [7837, 1.4502270221710205], [8949, 1.4547388553619385], [9359, 1.4565410614013672], [9830, 1.4604804515838623], [9574, 1.4800994396209717], [7061, 1.4839425086975098]]","[[7152, 1.353034496307373], [8493, 1.3558121919631958], [8335, 1.3906471729278564], [8928, 1.4453694820404053], [7837, 1.4502270221710205], [8949, 1.4547388553619385], [9359, 1.4565410614013672], [9830, 1.4604804515838623], [9574, 1.4800994396209717], [7061, 1.4839425086975098], [9511, 1.4861085414886475], [8125, 1.489682674407959], [7681, 1.494818925857544], [7912, 1.4950788021087646], [9253, 1.4956711530685425]]",7152
video9826,an animated micky is driving a car,"[[9826, 1.3213391304016113]]","[[9826, 1.3213391304016113], [7464, 1.3623461723327637], [8973, 1.3666192293167114], [7354, 1.3829435110092163], [7701, 1.394281029701233]]","[[9826, 1.3213391304016113], [7464, 1.3623461723327637], [8973, 1.3666192293167114], [7354, 1.3829435110092163], [7701, 1.394281029701233], [8110, 1.4070370197296143], [7969, 1.4091334342956543], [7912, 1.41343355178833], [9677, 1.417524814605713], [8781, 1.4183499813079834]]","[[9826, 1.3213391304016113], [7464, 1.3623461723327637], [8973, 1.3666192293167114], [7354, 1.3829435110092163], [7701, 1.394281029701233], [8110, 1.4070370197296143], [7969, 1.4091334342956543], [7912, 1.41343355178833], [9677, 1.417524814605713], [8781, 1.4183499813079834], [7597, 1.4212654829025269], [7741, 1.421483039855957], [7209, 1.4216591119766235], [8819, 1.4243428707122803], [7765, 1.4282598495483398]]",9826
video9622,dogs are walking across the road in a video,"[[8016, 1.353973388671875]]","[[8016, 1.353973388671875], [8044, 1.394749402999878], [8934, 1.4042304754257202], [8929, 1.406090497970581], [7212, 1.4128732681274414]]","[[8016, 1.353973388671875], [8044, 1.394749402999878], [8934, 1.4042304754257202], [8929, 1.406090497970581], [7212, 1.4128732681274414], [9451, 1.420921802520752], [8867, 1.4263896942138672], [7616, 1.4277559518814087], [8935, 1.4319725036621094], [9871, 1.4322766065597534]]","[[8016, 1.353973388671875], [8044, 1.394749402999878], [8934, 1.4042304754257202], [8929, 1.406090497970581], [7212, 1.4128732681274414], [9451, 1.420921802520752], [8867, 1.4263896942138672], [7616, 1.4277559518814087], [8935, 1.4319725036621094], [9871, 1.4322766065597534], [9806, 1.433027744293213], [7765, 1.4339756965637207], [9034, 1.4343931674957275], [7798, 1.4351069927215576], [8125, 1.4400475025177002]]",9622
video7776,three soccer balls are laying in a field and then three men in black athletic cloths attempt to shoot a goal,"[[7776, 1.3429129123687744]]","[[7776, 1.3429129123687744], [8817, 1.3956512212753296], [7112, 1.4104788303375244], [8979, 1.4161030054092407], [9305, 1.4258449077606201]]","[[7776, 1.3429129123687744], [8817, 1.3956512212753296], [7112, 1.4104788303375244], [8979, 1.4161030054092407], [9305, 1.4258449077606201], [9681, 1.4323508739471436], [9817, 1.4370129108428955], [7021, 1.4377192258834839], [9534, 1.4393211603164673], [8125, 1.4408187866210938]]","[[7776, 1.3429129123687744], [8817, 1.3956512212753296], [7112, 1.4104788303375244], [8979, 1.4161030054092407], [9305, 1.4258449077606201], [9681, 1.4323508739471436], [9817, 1.4370129108428955], [7021, 1.4377192258834839], [9534, 1.4393211603164673], [8125, 1.4408187866210938], [7131, 1.4514758586883545], [7155, 1.4517340660095215], [9542, 1.4539291858673096], [9605, 1.4548810720443726], [7787, 1.4569194316864014]]",7776
video8461,two kids talking to the camera and then a woman talking to the camera,"[[8831, 1.3781601190567017]]","[[8831, 1.3781601190567017], [7843, 1.3854892253875732], [9908, 1.3864357471466064], [9777, 1.3936891555786133], [9404, 1.4005203247070312]]","[[8831, 1.3781601190567017], [7843, 1.3854892253875732], [9908, 1.3864357471466064], [9777, 1.3936891555786133], [9404, 1.4005203247070312], [7542, 1.4022588729858398], [7212, 1.4029654264450073], [8899, 1.4039509296417236], [7724, 1.4091843366622925], [9357, 1.4112880229949951]]","[[8831, 1.3781601190567017], [7843, 1.3854892253875732], [9908, 1.3864357471466064], [9777, 1.3936891555786133], [9404, 1.4005203247070312], [7542, 1.4022588729858398], [7212, 1.4029654264450073], [8899, 1.4039509296417236], [7724, 1.4091843366622925], [9357, 1.4112880229949951], [8815, 1.411501169204712], [9326, 1.4126732349395752], [8014, 1.418612003326416], [8333, 1.4199130535125732], [9775, 1.4202117919921875]]",8461
video9609,two astronauts experiencing a tense situation before relaxing afterwards,"[[9609, 1.3951771259307861]]","[[9609, 1.3951771259307861], [9236, 1.4038039445877075], [7110, 1.4174935817718506], [7793, 1.4200176000595093], [8664, 1.4380422830581665]]","[[9609, 1.3951771259307861], [9236, 1.4038039445877075], [7110, 1.4174935817718506], [7793, 1.4200176000595093], [8664, 1.4380422830581665], [9784, 1.4422706365585327], [7027, 1.4445171356201172], [9245, 1.4473824501037598], [8828, 1.448976755142212], [9744, 1.4490314722061157]]","[[9609, 1.3951771259307861], [9236, 1.4038039445877075], [7110, 1.4174935817718506], [7793, 1.4200176000595093], [8664, 1.4380422830581665], [9784, 1.4422706365585327], [7027, 1.4445171356201172], [9245, 1.4473824501037598], [8828, 1.448976755142212], [9744, 1.4490314722061157], [8343, 1.455582618713379], [8069, 1.4586436748504639], [7354, 1.4597690105438232], [9322, 1.4633961915969849], [8016, 1.465772032737732]]",9609
video8249,a man gets shot in the face,"[[7112, 1.3856533765792847]]","[[7112, 1.3856533765792847], [7979, 1.3874335289001465], [7780, 1.3934636116027832], [7363, 1.401432991027832], [9323, 1.4018319845199585]]","[[7112, 1.3856533765792847], [7979, 1.3874335289001465], [7780, 1.3934636116027832], [7363, 1.401432991027832], [9323, 1.4018319845199585], [8416, 1.4025843143463135], [7211, 1.4040460586547852], [9548, 1.4042181968688965], [8125, 1.4056751728057861], [7593, 1.4088468551635742]]","[[7112, 1.3856533765792847], [7979, 1.3874335289001465], [7780, 1.3934636116027832], [7363, 1.401432991027832], [9323, 1.4018319845199585], [8416, 1.4025843143463135], [7211, 1.4040460586547852], [9548, 1.4042181968688965], [8125, 1.4056751728057861], [7593, 1.4088468551635742], [8811, 1.4127802848815918], [7732, 1.4189326763153076], [7765, 1.4202030897140503], [7822, 1.4228925704956055], [7502, 1.4230926036834717]]",8249
video7346,some people video conferencing as they watch a movie,"[[9517, 1.401679515838623]]","[[9517, 1.401679515838623], [9688, 1.4031776189804077], [9350, 1.4055839776992798], [8475, 1.422968864440918], [7027, 1.4294828176498413]]","[[9517, 1.401679515838623], [9688, 1.4031776189804077], [9350, 1.4055839776992798], [8475, 1.422968864440918], [7027, 1.4294828176498413], [7724, 1.4295005798339844], [8804, 1.4334874153137207], [7698, 1.441033124923706], [7149, 1.4436362981796265], [7171, 1.4451903104782104]]","[[9517, 1.401679515838623], [9688, 1.4031776189804077], [9350, 1.4055839776992798], [8475, 1.422968864440918], [7027, 1.4294828176498413], [7724, 1.4295005798339844], [8804, 1.4334874153137207], [7698, 1.441033124923706], [7149, 1.4436362981796265], [7171, 1.4451903104782104], [9804, 1.4458012580871582], [8328, 1.4471817016601562], [7685, 1.447488784790039], [7346, 1.4494763612747192], [8811, 1.4533343315124512]]",7346
video7064,a guy wearing a black shirt talks and shows a chart on the tv screen,"[[7418, 1.3652441501617432]]","[[7418, 1.3652441501617432], [8822, 1.392815351486206], [7834, 1.3969807624816895], [9021, 1.405644178390503], [9522, 1.4152828454971313]]","[[7418, 1.3652441501617432], [8822, 1.392815351486206], [7834, 1.3969807624816895], [9021, 1.405644178390503], [9522, 1.4152828454971313], [7754, 1.4154324531555176], [9901, 1.4169511795043945], [9203, 1.4177932739257812], [7828, 1.4186986684799194], [9692, 1.4201902151107788]]","[[7418, 1.3652441501617432], [8822, 1.392815351486206], [7834, 1.3969807624816895], [9021, 1.405644178390503], [9522, 1.4152828454971313], [7754, 1.4154324531555176], [9901, 1.4169511795043945], [9203, 1.4177932739257812], [7828, 1.4186986684799194], [9692, 1.4201902151107788], [8804, 1.4211699962615967], [9350, 1.4230467081069946], [8331, 1.4238309860229492], [7469, 1.425917148590088], [8494, 1.4260704517364502]]",7064
video9336,video game of a truck driving through desert obstacles,"[[9336, 1.3266572952270508]]","[[9336, 1.3266572952270508], [7445, 1.3354307413101196], [7464, 1.4025746583938599], [8420, 1.4064862728118896], [9344, 1.4083069562911987]]","[[9336, 1.3266572952270508], [7445, 1.3354307413101196], [7464, 1.4025746583938599], [8420, 1.4064862728118896], [9344, 1.4083069562911987], [9832, 1.4166871309280396], [9355, 1.422163724899292], [7354, 1.4235082864761353], [8689, 1.4269230365753174], [8468, 1.427569031715393]]","[[9336, 1.3266572952270508], [7445, 1.3354307413101196], [7464, 1.4025746583938599], [8420, 1.4064862728118896], [9344, 1.4083069562911987], [9832, 1.4166871309280396], [9355, 1.422163724899292], [7354, 1.4235082864761353], [8689, 1.4269230365753174], [8468, 1.427569031715393], [9795, 1.4285566806793213], [8070, 1.4299427270889282], [7649, 1.4311513900756836], [7614, 1.44203782081604], [7919, 1.4424936771392822]]",9336
video8493,polar bear jumps into water then plays around while people watch,"[[8493, 1.2925450801849365]]","[[8493, 1.2925450801849365], [8335, 1.3843634128570557], [9359, 1.4153995513916016], [9253, 1.4223130941390991], [9830, 1.4261140823364258]]","[[8493, 1.2925450801849365], [8335, 1.3843634128570557], [9359, 1.4153995513916016], [9253, 1.4223130941390991], [9830, 1.4261140823364258], [7681, 1.4284679889678955], [9321, 1.4452353715896606], [7152, 1.4496781826019287], [9574, 1.4516253471374512], [8949, 1.4562792778015137]]","[[8493, 1.2925450801849365], [8335, 1.3843634128570557], [9359, 1.4153995513916016], [9253, 1.4223130941390991], [9830, 1.4261140823364258], [7681, 1.4284679889678955], [9321, 1.4452353715896606], [7152, 1.4496781826019287], [9574, 1.4516253471374512], [8949, 1.4562792778015137], [8016, 1.4580024480819702], [9451, 1.4657299518585205], [7822, 1.4773683547973633], [8125, 1.47877836227417], [7155, 1.4800238609313965]]",8493
