rel_video_id,query,top1,top5,top10,top15,ground_truth
video8072,a man talking about human relationships,"[[8072, 1.4745235443115234]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672], [8807, 1.5001168251037598], [9404, 1.5006451606750488], [8269, 1.501232624053955], [7418, 1.5045652389526367], [7176, 1.5046937465667725]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672], [8807, 1.5001168251037598], [9404, 1.5006451606750488], [8269, 1.501232624053955], [7418, 1.5045652389526367], [7176, 1.5046937465667725], [9901, 1.505717396736145], [8416, 1.506443738937378], [9418, 1.5100700855255127], [9607, 1.5108551979064941], [7546, 1.5140671730041504]]",8072
video9238,a man is singing and dancing in an elevator while people watch,"[[7725, 1.4890557527542114]]","[[7725, 1.4890557527542114], [8945, 1.5033555030822754], [8442, 1.5267260074615479], [8305, 1.5271522998809814], [9254, 1.5309449434280396]]","[[7725, 1.4890557527542114], [8945, 1.5033555030822754], [8442, 1.5267260074615479], [8305, 1.5271522998809814], [9254, 1.5309449434280396], [7686, 1.53114652633667], [8073, 1.5421823263168335], [7028, 1.543976902961731], [7732, 1.5456676483154297], [7576, 1.5515892505645752]]","[[7725, 1.4890557527542114], [8945, 1.5033555030822754], [8442, 1.5267260074615479], [8305, 1.5271522998809814], [9254, 1.5309449434280396], [7686, 1.53114652633667], [8073, 1.5421823263168335], [7028, 1.543976902961731], [7732, 1.5456676483154297], [7576, 1.5515892505645752], [9815, 1.5526636838912964], [7114, 1.5588462352752686], [9238, 1.5588581562042236], [8670, 1.5589150190353394], [8318, 1.5649536848068237]]",9238
video8865,a man in a kitchen is preparing pancakes he s wearing a white shirt and has black hair,"[[8865, 1.3858215808868408]]","[[8865, 1.3858215808868408], [8834, 1.450097918510437], [7591, 1.4833881855010986], [8456, 1.5149216651916504], [9038, 1.5198167562484741]]","[[8865, 1.3858215808868408], [8834, 1.450097918510437], [7591, 1.4833881855010986], [8456, 1.5149216651916504], [9038, 1.5198167562484741], [7799, 1.5213148593902588], [8662, 1.5243415832519531], [7148, 1.535733938217163], [8325, 1.537832498550415], [8129, 1.5471854209899902]]","[[8865, 1.3858215808868408], [8834, 1.450097918510437], [7591, 1.4833881855010986], [8456, 1.5149216651916504], [9038, 1.5198167562484741], [7799, 1.5213148593902588], [8662, 1.5243415832519531], [7148, 1.535733938217163], [8325, 1.537832498550415], [8129, 1.5471854209899902], [9335, 1.552467942237854], [8686, 1.5589781999588013], [8915, 1.5685174465179443], [7559, 1.582322359085083], [9333, 1.5823936462402344]]",8865
video9514,inside of a toyota car with large space and safety,"[[9514, 1.4405460357666016]]","[[9514, 1.4405460357666016], [7354, 1.4818968772888184], [7340, 1.4828932285308838], [7597, 1.497170090675354], [7026, 1.498903512954712]]","[[9514, 1.4405460357666016], [7354, 1.4818968772888184], [7340, 1.4828932285308838], [7597, 1.497170090675354], [7026, 1.498903512954712], [7356, 1.504355788230896], [8651, 1.5122056007385254], [7765, 1.525437593460083], [8263, 1.5302469730377197], [7209, 1.5311483144760132]]","[[9514, 1.4405460357666016], [7354, 1.4818968772888184], [7340, 1.4828932285308838], [7597, 1.497170090675354], [7026, 1.498903512954712], [7356, 1.504355788230896], [8651, 1.5122056007385254], [7765, 1.525437593460083], [8263, 1.5302469730377197], [7209, 1.5311483144760132], [7965, 1.533258080482483], [7138, 1.546871304512024], [7969, 1.5535860061645508], [9236, 1.5641332864761353], [7115, 1.568854808807373]]",9514
video9332,a woman is discussing a new video game,"[[8254, 1.4674900770187378]]","[[8254, 1.4674900770187378], [9031, 1.472273588180542], [9791, 1.4732112884521484], [9332, 1.4776877164840698], [9200, 1.4929713010787964]]","[[8254, 1.4674900770187378], [9031, 1.472273588180542], [9791, 1.4732112884521484], [9332, 1.4776877164840698], [9200, 1.4929713010787964], [8494, 1.4966801404953003], [7502, 1.5014556646347046], [8027, 1.502844214439392], [8862, 1.504021406173706], [8578, 1.5052893161773682]]","[[8254, 1.4674900770187378], [9031, 1.472273588180542], [9791, 1.4732112884521484], [9332, 1.4776877164840698], [9200, 1.4929713010787964], [8494, 1.4966801404953003], [7502, 1.5014556646347046], [8027, 1.502844214439392], [8862, 1.504021406173706], [8578, 1.5052893161773682], [9334, 1.507535696029663], [7366, 1.5075898170471191], [8787, 1.508082389831543], [8752, 1.5080876350402832], [8931, 1.5102014541625977]]",9332
video8489,a person pointing to food on a plate,"[[7973, 1.3818050622940063]]","[[7973, 1.3818050622940063], [8910, 1.4177427291870117], [9309, 1.4225962162017822], [7591, 1.43205726146698], [9873, 1.4365750551223755]]","[[7973, 1.3818050622940063], [8910, 1.4177427291870117], [9309, 1.4225962162017822], [7591, 1.43205726146698], [9873, 1.4365750551223755], [8489, 1.449507236480713], [7559, 1.45694899559021], [8900, 1.470858097076416], [8056, 1.4737787246704102], [9409, 1.4761788845062256]]","[[7973, 1.3818050622940063], [8910, 1.4177427291870117], [9309, 1.4225962162017822], [7591, 1.43205726146698], [9873, 1.4365750551223755], [8489, 1.449507236480713], [7559, 1.45694899559021], [8900, 1.470858097076416], [8056, 1.4737787246704102], [9409, 1.4761788845062256], [7554, 1.4990088939666748], [8915, 1.4993659257888794], [8835, 1.5011107921600342], [9327, 1.503388524055481], [7898, 1.5066440105438232]]",8489
video9589,woman playing instruments in a field for a music video,"[[9589, 1.3513063192367554]]","[[9589, 1.3513063192367554], [7411, 1.4359595775604248], [7528, 1.4757039546966553], [7370, 1.4790425300598145], [8678, 1.5012571811676025]]","[[9589, 1.3513063192367554], [7411, 1.4359595775604248], [7528, 1.4757039546966553], [7370, 1.4790425300598145], [8678, 1.5012571811676025], [8014, 1.504799485206604], [9600, 1.5278539657592773], [8012, 1.5281360149383545], [7728, 1.5393435955047607], [7135, 1.5404531955718994]]","[[9589, 1.3513063192367554], [7411, 1.4359595775604248], [7528, 1.4757039546966553], [7370, 1.4790425300598145], [8678, 1.5012571811676025], [8014, 1.504799485206604], [9600, 1.5278539657592773], [8012, 1.5281360149383545], [7728, 1.5393435955047607], [7135, 1.5404531955718994], [9827, 1.5405254364013672], [7917, 1.5423988103866577], [7205, 1.543594479560852], [9788, 1.546783208847046], [8928, 1.5478391647338867]]",9589
video7152,a person is swimming in some white water rapids,"[[7152, 1.367087483406067]]","[[7152, 1.367087483406067], [8493, 1.3718788623809814], [8949, 1.503637433052063], [8335, 1.510162353515625], [9574, 1.5180304050445557]]","[[7152, 1.367087483406067], [8493, 1.3718788623809814], [8949, 1.503637433052063], [8335, 1.510162353515625], [9574, 1.5180304050445557], [8928, 1.5294864177703857], [7795, 1.5450544357299805], [9359, 1.5463128089904785], [8248, 1.5490140914916992], [8307, 1.5603898763656616]]","[[7152, 1.367087483406067], [8493, 1.3718788623809814], [8949, 1.503637433052063], [8335, 1.510162353515625], [9574, 1.5180304050445557], [8928, 1.5294864177703857], [7795, 1.5450544357299805], [9359, 1.5463128089904785], [8248, 1.5490140914916992], [8307, 1.5603898763656616], [8457, 1.5610917806625366], [9240, 1.5645545721054077], [9830, 1.5649001598358154], [9578, 1.5678693056106567], [8678, 1.5688632726669312]]",7152
video9826,an animated micky is driving a car,"[[9826, 1.4712886810302734]]","[[9826, 1.4712886810302734], [8973, 1.471369743347168], [8781, 1.4872809648513794], [7464, 1.5085716247558594], [7912, 1.519996166229248]]","[[9826, 1.4712886810302734], [8973, 1.471369743347168], [8781, 1.4872809648513794], [7464, 1.5085716247558594], [7912, 1.519996166229248], [7741, 1.5362279415130615], [8110, 1.5389580726623535], [9776, 1.5394773483276367], [7506, 1.5427942276000977], [9580, 1.5446598529815674]]","[[9826, 1.4712886810302734], [8973, 1.471369743347168], [8781, 1.4872809648513794], [7464, 1.5085716247558594], [7912, 1.519996166229248], [7741, 1.5362279415130615], [8110, 1.5389580726623535], [9776, 1.5394773483276367], [7506, 1.5427942276000977], [9580, 1.5446598529815674], [8794, 1.5541304349899292], [8128, 1.5590871572494507], [9336, 1.5599164962768555], [9832, 1.5605741739273071], [7026, 1.5644431114196777]]",9826
video9622,dogs are walking across the road in a video,"[[8016, 1.4742178916931152]]","[[8016, 1.4742178916931152], [8866, 1.4834389686584473], [8935, 1.4852567911148071], [7798, 1.5156294107437134], [8044, 1.519108533859253]]","[[8016, 1.4742178916931152], [8866, 1.4834389686584473], [8935, 1.4852567911148071], [7798, 1.5156294107437134], [8044, 1.519108533859253], [7146, 1.5197854042053223], [9622, 1.5212430953979492], [8929, 1.5326281785964966], [9239, 1.5344599485397339], [8306, 1.535813331604004]]","[[8016, 1.4742178916931152], [8866, 1.4834389686584473], [8935, 1.4852567911148071], [7798, 1.5156294107437134], [8044, 1.519108533859253], [7146, 1.5197854042053223], [9622, 1.5212430953979492], [8929, 1.5326281785964966], [9239, 1.5344599485397339], [8306, 1.535813331604004], [9734, 1.5412697792053223], [9246, 1.545581579208374], [9580, 1.5489825010299683], [8118, 1.5593525171279907], [8334, 1.5593613386154175]]",9622
video7776,three soccer balls are laying in a field and then three men in black athletic cloths attempt to shoot a goal,"[[7776, 1.3419485092163086]]","[[7776, 1.3419485092163086], [9302, 1.477503776550293], [9817, 1.4868083000183105], [9534, 1.500791311264038], [7378, 1.504897117614746]]","[[7776, 1.3419485092163086], [9302, 1.477503776550293], [9817, 1.4868083000183105], [9534, 1.500791311264038], [7378, 1.504897117614746], [7021, 1.5085701942443848], [7131, 1.5236542224884033], [7112, 1.527714490890503], [8675, 1.5390409231185913], [8661, 1.545924425125122]]","[[7776, 1.3419485092163086], [9302, 1.477503776550293], [9817, 1.4868083000183105], [9534, 1.500791311264038], [7378, 1.504897117614746], [7021, 1.5085701942443848], [7131, 1.5236542224884033], [7112, 1.527714490890503], [8675, 1.5390409231185913], [8661, 1.545924425125122], [7822, 1.5466597080230713], [8780, 1.5607471466064453], [7358, 1.5616309642791748], [8049, 1.5617330074310303], [8979, 1.562510371208191]]",7776
video8461,two kids talking to the camera and then a woman talking to the camera,"[[7970, 1.4771991968154907]]","[[7970, 1.4771991968154907], [8461, 1.498761773109436], [7542, 1.5096557140350342], [8786, 1.5105599164962769], [9775, 1.5137970447540283]]","[[7970, 1.4771991968154907], [8461, 1.498761773109436], [7542, 1.5096557140350342], [8786, 1.5105599164962769], [9775, 1.5137970447540283], [8683, 1.5149612426757812], [9357, 1.5204617977142334], [7680, 1.5263452529907227], [7546, 1.5277135372161865], [7119, 1.5303394794464111]]","[[7970, 1.4771991968154907], [8461, 1.498761773109436], [7542, 1.5096557140350342], [8786, 1.5105599164962769], [9775, 1.5137970447540283], [8683, 1.5149612426757812], [9357, 1.5204617977142334], [7680, 1.5263452529907227], [7546, 1.5277135372161865], [7119, 1.5303394794464111], [7177, 1.5343197584152222], [7843, 1.535034418106079], [9908, 1.5351547002792358], [9802, 1.5360019207000732], [9835, 1.5390537977218628]]",8461
video9609,two astronauts experiencing a tense situation before relaxing afterwards,"[[9609, 1.3603399991989136]]","[[9609, 1.3603399991989136], [7233, 1.490715742111206], [9578, 1.5044121742248535], [8808, 1.5044642686843872], [7114, 1.5256341695785522]]","[[9609, 1.3603399991989136], [7233, 1.490715742111206], [9578, 1.5044121742248535], [8808, 1.5044642686843872], [7114, 1.5256341695785522], [8828, 1.526914119720459], [9686, 1.5289032459259033], [9520, 1.5347301959991455], [9744, 1.5389158725738525], [7562, 1.5421775579452515]]","[[9609, 1.3603399991989136], [7233, 1.490715742111206], [9578, 1.5044121742248535], [8808, 1.5044642686843872], [7114, 1.5256341695785522], [8828, 1.526914119720459], [9686, 1.5289032459259033], [9520, 1.5347301959991455], [9744, 1.5389158725738525], [7562, 1.5421775579452515], [8319, 1.548812985420227], [7832, 1.5491540431976318], [7027, 1.5525660514831543], [7468, 1.556013584136963], [7501, 1.5568015575408936]]",9609
video8249,a man gets shot in the face,"[[9623, 1.4694433212280273]]","[[9623, 1.4694433212280273], [9323, 1.4785497188568115], [8061, 1.4815990924835205], [9400, 1.487802505493164], [9520, 1.5047075748443604]]","[[9623, 1.4694433212280273], [9323, 1.4785497188568115], [8061, 1.4815990924835205], [9400, 1.487802505493164], [9520, 1.5047075748443604], [8249, 1.5086618661880493], [9035, 1.5092065334320068], [7352, 1.516790509223938], [8486, 1.5176689624786377], [8808, 1.518717885017395]]","[[9623, 1.4694433212280273], [9323, 1.4785497188568115], [8061, 1.4815990924835205], [9400, 1.487802505493164], [9520, 1.5047075748443604], [8249, 1.5086618661880493], [9035, 1.5092065334320068], [7352, 1.516790509223938], [8486, 1.5176689624786377], [8808, 1.518717885017395], [9744, 1.5201916694641113], [7548, 1.5218708515167236], [9255, 1.524285912513733], [7207, 1.5244874954223633], [9686, 1.525691032409668]]",8249
video7346,some people video conferencing as they watch a movie,"[[8472, 1.4591954946517944]]","[[8472, 1.4591954946517944], [9688, 1.4656161069869995], [7685, 1.481217622756958], [7593, 1.4859511852264404], [7444, 1.488034963607788]]","[[8472, 1.4591954946517944], [9688, 1.4656161069869995], [7685, 1.481217622756958], [7593, 1.4859511852264404], [7444, 1.488034963607788], [9909, 1.4936327934265137], [9835, 1.5104384422302246], [7027, 1.5150541067123413], [8800, 1.5237334966659546], [8311, 1.5263274908065796]]","[[8472, 1.4591954946517944], [9688, 1.4656161069869995], [7685, 1.481217622756958], [7593, 1.4859511852264404], [7444, 1.488034963607788], [9909, 1.4936327934265137], [9835, 1.5104384422302246], [7027, 1.5150541067123413], [8800, 1.5237334966659546], [8311, 1.5263274908065796], [7346, 1.528529167175293], [7371, 1.5308234691619873], [7114, 1.5339043140411377], [7613, 1.5370773077011108], [7754, 1.5428450107574463]]",7346
video7064,a guy wearing a black shirt talks and shows a chart on the tv screen,"[[7890, 1.4578760862350464]]","[[7890, 1.4578760862350464], [7064, 1.4801149368286133], [8328, 1.4848496913909912], [7418, 1.485517978668213], [7432, 1.4998774528503418]]","[[7890, 1.4578760862350464], [7064, 1.4801149368286133], [8328, 1.4848496913909912], [7418, 1.485517978668213], [7432, 1.4998774528503418], [7412, 1.5032292604446411], [9882, 1.512465238571167], [9781, 1.515777826309204], [7027, 1.5286015272140503], [9821, 1.5287683010101318]]","[[7890, 1.4578760862350464], [7064, 1.4801149368286133], [8328, 1.4848496913909912], [7418, 1.485517978668213], [7432, 1.4998774528503418], [7412, 1.5032292604446411], [9882, 1.512465238571167], [9781, 1.515777826309204], [7027, 1.5286015272140503], [9821, 1.5287683010101318], [7834, 1.5304322242736816], [8908, 1.5327852964401245], [9901, 1.5426627397537231], [9119, 1.5444437265396118], [7754, 1.5527050495147705]]",7064
video9336,video game of a truck driving through desert obstacles,"[[9336, 1.361611008644104]]","[[9336, 1.361611008644104], [8070, 1.4706320762634277], [7445, 1.477447271347046], [9355, 1.507367730140686], [8468, 1.5167317390441895]]","[[9336, 1.361611008644104], [8070, 1.4706320762634277], [7445, 1.477447271347046], [9355, 1.507367730140686], [8468, 1.5167317390441895], [8788, 1.52823007106781], [9014, 1.529175043106079], [9832, 1.538389801979065], [8689, 1.547441005706787], [9344, 1.552495002746582]]","[[9336, 1.361611008644104], [8070, 1.4706320762634277], [7445, 1.477447271347046], [9355, 1.507367730140686], [8468, 1.5167317390441895], [8788, 1.52823007106781], [9014, 1.529175043106079], [9832, 1.538389801979065], [8689, 1.547441005706787], [9344, 1.552495002746582], [7464, 1.5661424398422241], [9813, 1.567694902420044], [8313, 1.570650577545166], [7919, 1.576536774635315], [9773, 1.5784928798675537]]",9336
video8493,polar bear jumps into water then plays around while people watch,"[[8493, 1.4068603515625]]","[[8493, 1.4068603515625], [8949, 1.5279102325439453], [7152, 1.543243646621704], [9321, 1.5443334579467773], [9578, 1.5633907318115234]]","[[8493, 1.4068603515625], [8949, 1.5279102325439453], [7152, 1.543243646621704], [9321, 1.5443334579467773], [9578, 1.5633907318115234], [8335, 1.5741732120513916], [7137, 1.5817890167236328], [9830, 1.5823705196380615], [9359, 1.5888967514038086], [7798, 1.5933080911636353]]","[[8493, 1.4068603515625], [8949, 1.5279102325439453], [7152, 1.543243646621704], [9321, 1.5443334579467773], [9578, 1.5633907318115234], [8335, 1.5741732120513916], [7137, 1.5817890167236328], [9830, 1.5823705196380615], [9359, 1.5888967514038086], [7798, 1.5933080911636353], [9342, 1.593968152999878], [8935, 1.5941152572631836], [9018, 1.6012208461761475], [9574, 1.602447271347046], [7355, 1.6028506755828857]]",8493
