rel_video_id,query,top1,top5,top10,top15,ground_truth
video8945,two men stand on a platform suspended high above the city,"[[8945, 1.381106972694397]]","[[8945, 1.381106972694397], [7468, 1.4579832553863525], [9033, 1.4668906927108765], [9545, 1.4876549243927002], [8319, 1.5353126525878906]]","[[8945, 1.381106972694397], [7468, 1.4579832553863525], [9033, 1.4668906927108765], [9545, 1.4876549243927002], [8319, 1.5353126525878906], [8266, 1.5431909561157227], [8808, 1.5452532768249512], [7352, 1.5456033945083618], [9742, 1.545717477798462], [7060, 1.5523936748504639]]","[[8945, 1.381106972694397], [7468, 1.4579832553863525], [9033, 1.4668906927108765], [9545, 1.4876549243927002], [8319, 1.5353126525878906], [8266, 1.5431909561157227], [8808, 1.5452532768249512], [7352, 1.5456033945083618], [9742, 1.545717477798462], [7060, 1.5523936748504639], [8618, 1.5589333772659302], [8477, 1.5638049840927124], [7233, 1.5642962455749512], [8798, 1.5652860403060913], [9811, 1.5661543607711792]]",8945
video8879,a tamil movie scene is being shown they travel through a auto riksha and speak about the importance of work,"[[9521, 1.42794668674469]]","[[9521, 1.42794668674469], [8851, 1.4301080703735352], [8879, 1.4762723445892334], [8485, 1.5028678178787231], [9331, 1.515457034111023]]","[[9521, 1.42794668674469], [8851, 1.4301080703735352], [8879, 1.4762723445892334], [8485, 1.5028678178787231], [9331, 1.515457034111023], [8974, 1.542763352394104], [7223, 1.5507609844207764], [7114, 1.5628783702850342], [9228, 1.5644317865371704], [7793, 1.5688267946243286]]","[[9521, 1.42794668674469], [8851, 1.4301080703735352], [8879, 1.4762723445892334], [8485, 1.5028678178787231], [9331, 1.515457034111023], [8974, 1.542763352394104], [7223, 1.5507609844207764], [7114, 1.5628783702850342], [9228, 1.5644317865371704], [7793, 1.5688267946243286], [7576, 1.569042682647705], [7589, 1.5778529644012451], [9038, 1.5778884887695312], [9489, 1.5815038681030273], [9326, 1.5824068784713745]]",8879
video7230,a woman is talking about a baby stroller,"[[7230, 1.398397445678711]]","[[7230, 1.398397445678711], [7217, 1.406657099723816], [8123, 1.4350658655166626], [9755, 1.4443891048431396], [8258, 1.4486026763916016]]","[[7230, 1.398397445678711], [7217, 1.406657099723816], [8123, 1.4350658655166626], [9755, 1.4443891048431396], [8258, 1.4486026763916016], [8899, 1.538307785987854], [8783, 1.5466291904449463], [8863, 1.550673246383667], [7836, 1.5639973878860474], [9791, 1.5640606880187988]]","[[7230, 1.398397445678711], [7217, 1.406657099723816], [8123, 1.4350658655166626], [9755, 1.4443891048431396], [8258, 1.4486026763916016], [8899, 1.538307785987854], [8783, 1.5466291904449463], [8863, 1.550673246383667], [7836, 1.5639973878860474], [9791, 1.5640606880187988], [8022, 1.565934658050537], [8254, 1.5705331563949585], [8826, 1.5716794729232788], [7580, 1.5737510919570923], [7549, 1.577620267868042]]",7230
video9734,a cartoon shows two dogs talking to a bird,"[[9734, 1.3200383186340332]]","[[9734, 1.3200383186340332], [9580, 1.5280930995941162], [8334, 1.5293998718261719], [7747, 1.5379152297973633], [8781, 1.5473215579986572]]","[[9734, 1.3200383186340332], [9580, 1.5280930995941162], [8334, 1.5293998718261719], [7747, 1.5379152297973633], [8781, 1.5473215579986572], [7798, 1.551069974899292], [9403, 1.5545780658721924], [7157, 1.5548713207244873], [8268, 1.5579032897949219], [9232, 1.5719969272613525]]","[[9734, 1.3200383186340332], [9580, 1.5280930995941162], [8334, 1.5293998718261719], [7747, 1.5379152297973633], [8781, 1.5473215579986572], [7798, 1.551069974899292], [9403, 1.5545780658721924], [7157, 1.5548713207244873], [8268, 1.5579032897949219], [9232, 1.5719969272613525], [9838, 1.5771445035934448], [8469, 1.578083872795105], [9200, 1.5787990093231201], [9790, 1.579431176185608], [9772, 1.5824567079544067]]",9734
video7594,water is being filtered in a tank with rocks,"[[8493, 1.4266376495361328]]","[[8493, 1.4266376495361328], [7594, 1.4378620386123657], [7152, 1.4557888507843018], [9620, 1.5044541358947754], [8071, 1.510667085647583]]","[[8493, 1.4266376495361328], [7594, 1.4378620386123657], [7152, 1.4557888507843018], [9620, 1.5044541358947754], [8071, 1.510667085647583], [9253, 1.523895502090454], [8307, 1.5292675495147705], [8335, 1.5318999290466309], [9578, 1.5382933616638184], [9735, 1.5467160940170288]]","[[8493, 1.4266376495361328], [7594, 1.4378620386123657], [7152, 1.4557888507843018], [9620, 1.5044541358947754], [8071, 1.510667085647583], [9253, 1.523895502090454], [8307, 1.5292675495147705], [8335, 1.5318999290466309], [9578, 1.5382933616638184], [9735, 1.5467160940170288], [7350, 1.5557397603988647], [7061, 1.5558843612670898], [7154, 1.5647664070129395], [8067, 1.5662691593170166], [7823, 1.5665619373321533]]",7594
video9244,documentary about museum in peninsula,"[[9244, 1.451564908027649]]","[[9244, 1.451564908027649], [8741, 1.4819738864898682], [7632, 1.4901903867721558], [9253, 1.516556978225708], [8426, 1.5250754356384277]]","[[9244, 1.451564908027649], [8741, 1.4819738864898682], [7632, 1.4901903867721558], [9253, 1.516556978225708], [8426, 1.5250754356384277], [9246, 1.5257130861282349], [8306, 1.5337269306182861], [8666, 1.539629340171814], [7829, 1.5440795421600342], [8477, 1.549858570098877]]","[[9244, 1.451564908027649], [8741, 1.4819738864898682], [7632, 1.4901903867721558], [9253, 1.516556978225708], [8426, 1.5250754356384277], [9246, 1.5257130861282349], [8306, 1.5337269306182861], [8666, 1.539629340171814], [7829, 1.5440795421600342], [8477, 1.549858570098877], [8307, 1.5507943630218506], [8312, 1.551919937133789], [8441, 1.5520344972610474], [8664, 1.5558445453643799], [8346, 1.5574297904968262]]",9244
video7680,an ethiopian woman asks a child what she is good at,"[[7134, 1.4734647274017334]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836], [9230, 1.5493178367614746], [7680, 1.5628422498703003], [7970, 1.5637953281402588], [8792, 1.5732972621917725], [8304, 1.5767165422439575]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836], [9230, 1.5493178367614746], [7680, 1.5628422498703003], [7970, 1.5637953281402588], [8792, 1.5732972621917725], [8304, 1.5767165422439575], [7364, 1.5788325071334839], [8606, 1.5811355113983154], [9816, 1.5856835842132568], [8899, 1.5892174243927002], [9326, 1.5992459058761597]]",7680
video8620,a woman is making a hair accessory,"[[7560, 1.4699199199676514]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646], [9349, 1.504693865776062], [8774, 1.5158427953720093], [7909, 1.5230821371078491], [7173, 1.5255376100540161], [8320, 1.529367208480835]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646], [9349, 1.504693865776062], [8774, 1.5158427953720093], [7909, 1.5230821371078491], [7173, 1.5255376100540161], [8320, 1.529367208480835], [8488, 1.5315343141555786], [8712, 1.5337519645690918], [8261, 1.5381886959075928], [7543, 1.5403187274932861], [8784, 1.5406285524368286]]",8620
video8973,commercial for a service called eva which will help people find a vehicle,"[[8973, 1.4838111400604248]]","[[8973, 1.4838111400604248], [7765, 1.4915663003921509], [7138, 1.4979811906814575], [8651, 1.5036969184875488], [8022, 1.5038635730743408]]","[[8973, 1.4838111400604248], [7765, 1.4915663003921509], [7138, 1.4979811906814575], [8651, 1.5036969184875488], [8022, 1.5038635730743408], [7209, 1.5057470798492432], [9358, 1.5058574676513672], [7356, 1.507462501525879], [7026, 1.5101953744888306], [7354, 1.5139329433441162]]","[[8973, 1.4838111400604248], [7765, 1.4915663003921509], [7138, 1.4979811906814575], [8651, 1.5036969184875488], [8022, 1.5038635730743408], [7209, 1.5057470798492432], [9358, 1.5058574676513672], [7356, 1.507462501525879], [7026, 1.5101953744888306], [7354, 1.5139329433441162], [9826, 1.5276825428009033], [9578, 1.529414176940918], [7115, 1.5302951335906982], [9691, 1.5356214046478271], [7752, 1.538215160369873]]",8973
video9518,people perform on the voice,"[[9351, 1.4522095918655396]]","[[9351, 1.4522095918655396], [7756, 1.4722654819488525], [8814, 1.4803740978240967], [8265, 1.48331880569458], [8810, 1.4844260215759277]]","[[9351, 1.4522095918655396], [7756, 1.4722654819488525], [8814, 1.4803740978240967], [8265, 1.48331880569458], [8810, 1.4844260215759277], [7220, 1.4877227544784546], [8818, 1.4900810718536377], [8447, 1.4903939962387085], [9202, 1.4951722621917725], [9304, 1.4985202550888062]]","[[9351, 1.4522095918655396], [7756, 1.4722654819488525], [8814, 1.4803740978240967], [8265, 1.48331880569458], [8810, 1.4844260215759277], [7220, 1.4877227544784546], [8818, 1.4900810718536377], [8447, 1.4903939962387085], [9202, 1.4951722621917725], [9304, 1.4985202550888062], [9303, 1.5032594203948975], [7733, 1.5060641765594482], [9518, 1.524648904800415], [9778, 1.5314505100250244], [9519, 1.5360556840896606]]",9518
video8686,a women is doing craft and talking about that,"[[8620, 1.4066020250320435]]","[[8620, 1.4066020250320435], [7173, 1.4215291738510132], [8784, 1.427583932876587], [7020, 1.4352312088012695], [9349, 1.4377371072769165]]","[[8620, 1.4066020250320435], [7173, 1.4215291738510132], [8784, 1.427583932876587], [7020, 1.4352312088012695], [9349, 1.4377371072769165], [8900, 1.4711458683013916], [8774, 1.4768906831741333], [8915, 1.4790563583374023], [7560, 1.4825352430343628], [7909, 1.4830973148345947]]","[[8620, 1.4066020250320435], [7173, 1.4215291738510132], [8784, 1.427583932876587], [7020, 1.4352312088012695], [9349, 1.4377371072769165], [8900, 1.4711458683013916], [8774, 1.4768906831741333], [8915, 1.4790563583374023], [7560, 1.4825352430343628], [7909, 1.4830973148345947], [8011, 1.4882783889770508], [8488, 1.490338683128357], [8869, 1.492707371711731], [7561, 1.497011661529541], [8679, 1.5051043033599854]]",8686
video8490,the song hero by skillet with lyrics,"[[7767, 1.4178603887557983]]","[[7767, 1.4178603887557983], [8490, 1.4272810220718384], [8978, 1.512890100479126], [7205, 1.522688388824463], [7581, 1.538536548614502]]","[[7767, 1.4178603887557983], [8490, 1.4272810220718384], [8978, 1.512890100479126], [7205, 1.522688388824463], [7581, 1.538536548614502], [9472, 1.5721405744552612], [8674, 1.5789231061935425], [8334, 1.5830835103988647], [7333, 1.5940566062927246], [9827, 1.596519112586975]]","[[7767, 1.4178603887557983], [8490, 1.4272810220718384], [8978, 1.512890100479126], [7205, 1.522688388824463], [7581, 1.538536548614502], [9472, 1.5721405744552612], [8674, 1.5789231061935425], [8334, 1.5830835103988647], [7333, 1.5940566062927246], [9827, 1.596519112586975], [8123, 1.605238676071167], [7917, 1.6085598468780518], [7367, 1.6095645427703857], [8817, 1.6101534366607666], [8303, 1.6121656894683838]]",8490
video8781,a song from the movie beauty and the beast,"[[8110, 1.5026745796203613]]","[[8110, 1.5026745796203613], [7467, 1.5051382780075073], [7164, 1.5263441801071167], [8781, 1.529154896736145], [9788, 1.5384256839752197]]","[[8110, 1.5026745796203613], [7467, 1.5051382780075073], [7164, 1.5263441801071167], [8781, 1.529154896736145], [9788, 1.5384256839752197], [8336, 1.5396515130996704], [8978, 1.5430784225463867], [8794, 1.5511412620544434], [7747, 1.5516715049743652], [7205, 1.553009033203125]]","[[8110, 1.5026745796203613], [7467, 1.5051382780075073], [7164, 1.5263441801071167], [8781, 1.529154896736145], [9788, 1.5384256839752197], [8336, 1.5396515130996704], [8978, 1.5430784225463867], [8794, 1.5511412620544434], [7747, 1.5516715049743652], [7205, 1.553009033203125], [9403, 1.5549407005310059], [9251, 1.556491494178772], [9815, 1.5581011772155762], [8790, 1.5651438236236572], [9600, 1.5675201416015625]]",8781
video8075,scenes of romantic film,"[[7682, 1.4491640329360962]]","[[7682, 1.4491640329360962], [8653, 1.462601661682129], [8075, 1.4629515409469604], [7964, 1.468684434890747], [8811, 1.4716777801513672]]","[[7682, 1.4491640329360962], [8653, 1.462601661682129], [8075, 1.4629515409469604], [7964, 1.468684434890747], [8811, 1.4716777801513672], [9682, 1.480243444442749], [8790, 1.4804538488388062], [8974, 1.4822278022766113], [9801, 1.4833403825759888], [8330, 1.4889848232269287]]","[[7682, 1.4491640329360962], [8653, 1.462601661682129], [8075, 1.4629515409469604], [7964, 1.468684434890747], [8811, 1.4716777801513672], [9682, 1.480243444442749], [8790, 1.4804538488388062], [8974, 1.4822278022766113], [9801, 1.4833403825759888], [8330, 1.4889848232269287], [8485, 1.4895498752593994], [7467, 1.4913592338562012], [8349, 1.493760585784912], [9023, 1.4962668418884277], [8340, 1.4986956119537354]]",8075
video8076,a web animation of a businessman,"[[9537, 1.5023770332336426]]","[[9537, 1.5023770332336426], [8618, 1.5049333572387695], [7368, 1.5156954526901245], [8076, 1.5187057256698608], [9242, 1.519289493560791]]","[[9537, 1.5023770332336426], [8618, 1.5049333572387695], [7368, 1.5156954526901245], [8076, 1.5187057256698608], [9242, 1.519289493560791], [8473, 1.5220580101013184], [8911, 1.5282156467437744], [9324, 1.530700445175171], [9221, 1.5319315195083618], [9607, 1.5372369289398193]]","[[9537, 1.5023770332336426], [8618, 1.5049333572387695], [7368, 1.5156954526901245], [8076, 1.5187057256698608], [9242, 1.519289493560791], [8473, 1.5220580101013184], [8911, 1.5282156467437744], [9324, 1.530700445175171], [9221, 1.5319315195083618], [9607, 1.5372369289398193], [8303, 1.5383501052856445], [8486, 1.539456844329834], [7222, 1.5421236753463745], [8909, 1.542157530784607], [8799, 1.5425457954406738]]",8076
video9577,cartoon one women in horse and speak to that calmly,"[[9839, 1.4463109970092773]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492], [7222, 1.5386099815368652], [9776, 1.5390441417694092], [7024, 1.5427837371826172], [8781, 1.5490574836730957], [7747, 1.5506449937820435]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492], [7222, 1.5386099815368652], [9776, 1.5390441417694092], [7024, 1.5427837371826172], [8781, 1.5490574836730957], [7747, 1.5506449937820435], [9248, 1.5562714338302612], [9580, 1.5595664978027344], [8334, 1.5621390342712402], [7365, 1.563403844833374], [8110, 1.568080186843872]]",9577
video8673,a man discusses spongebob,"[[8673, 1.4125783443450928]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168], [9814, 1.4733027219772339], [9300, 1.4746335744857788], [7029, 1.4850351810455322], [7111, 1.4875956773757935], [9790, 1.48944091796875]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168], [9814, 1.4733027219772339], [9300, 1.4746335744857788], [7029, 1.4850351810455322], [7111, 1.4875956773757935], [9790, 1.48944091796875], [7235, 1.4962773323059082], [7835, 1.4979629516601562], [8128, 1.5237293243408203], [7218, 1.5341131687164307], [8799, 1.536981463432312]]",8673
video9352,a man is talking to a crowd,"[[8830, 1.440926432609558]]","[[8830, 1.440926432609558], [9522, 1.464810848236084], [9203, 1.4663851261138916], [9233, 1.477014183998108], [8072, 1.4807308912277222]]","[[8830, 1.440926432609558], [9522, 1.464810848236084], [9203, 1.4663851261138916], [9233, 1.477014183998108], [8072, 1.4807308912277222], [8445, 1.4860455989837646], [9352, 1.4911646842956543], [8917, 1.4916067123413086], [8932, 1.5007904767990112], [9117, 1.5009310245513916]]","[[8830, 1.440926432609558], [9522, 1.464810848236084], [9203, 1.4663851261138916], [9233, 1.477014183998108], [8072, 1.4807308912277222], [8445, 1.4860455989837646], [9352, 1.4911646842956543], [8917, 1.4916067123413086], [8932, 1.5007904767990112], [9117, 1.5009310245513916], [7418, 1.5087491273880005], [7410, 1.5105290412902832], [8416, 1.5113309621810913], [9245, 1.5141637325286865], [7828, 1.5195084810256958]]",9352
video8920,a kid unwrapping his presents,"[[8920, 1.4631751775741577]]","[[8920, 1.4631751775741577], [7227, 1.529040813446045], [8672, 1.5363678932189941], [7020, 1.5666568279266357], [7201, 1.5689066648483276]]","[[8920, 1.4631751775741577], [7227, 1.529040813446045], [8672, 1.5363678932189941], [7020, 1.5666568279266357], [7201, 1.5689066648483276], [8869, 1.5689609050750732], [9405, 1.572272539138794], [8048, 1.5727977752685547], [8622, 1.572816252708435], [9679, 1.5753105878829956]]","[[8920, 1.4631751775741577], [7227, 1.529040813446045], [8672, 1.5363678932189941], [7020, 1.5666568279266357], [7201, 1.5689066648483276], [8869, 1.5689609050750732], [9405, 1.572272539138794], [8048, 1.5727977752685547], [8622, 1.572816252708435], [9679, 1.5753105878829956], [8343, 1.581541657447815], [8679, 1.5816714763641357], [8868, 1.5822432041168213], [9343, 1.5841734409332275], [8815, 1.5842053890228271]]",8920
