rel_video_id,query,top1,top5,top10,ground_truth
video9239,a man kicks at a bull,"[[8044, 1.468705177307129]]","[[8044, 1.468705177307129], [9416, 1.5061924457550049], [9239, 1.5095751285552979], [8244, 1.52174973487854], [7979, 1.5248193740844727]]","[[8044, 1.468705177307129], [9416, 1.5061924457550049], [9239, 1.5095751285552979], [8244, 1.52174973487854], [7979, 1.5248193740844727], [8242, 1.528153657913208], [7112, 1.530928134918213], [9248, 1.532907485961914], [7021, 1.5337979793548584], [9623, 1.5343931913375854]]",9239
video9203,the man is giving an informational speech to a group of people about telling someone something,"[[9117, 1.4412378072738647]]","[[9117, 1.4412378072738647], [8830, 1.4509310722351074], [9203, 1.4588115215301514], [8072, 1.4705853462219238], [7418, 1.4753389358520508]]","[[9117, 1.4412378072738647], [8830, 1.4509310722351074], [9203, 1.4588115215301514], [8072, 1.4705853462219238], [7418, 1.4753389358520508], [7828, 1.4857661724090576], [9404, 1.5047826766967773], [9522, 1.5135785341262817], [9021, 1.515913486480713], [7375, 1.5184141397476196]]",9203
video8305,in a music video a man is laying with women while singing,"[[7592, 1.4607329368591309]]","[[7592, 1.4607329368591309], [8790, 1.4650309085845947], [9686, 1.4818432331085205], [8305, 1.489711046218872], [7917, 1.4914360046386719]]","[[7592, 1.4607329368591309], [8790, 1.4650309085845947], [9686, 1.4818432331085205], [8305, 1.489711046218872], [7917, 1.4914360046386719], [9016, 1.5069777965545654], [7367, 1.5174580812454224], [7682, 1.5181776285171509], [7528, 1.5206986665725708], [9815, 1.5263590812683105]]",8305
video8318,a group discusses a man s outfit,"[[7418, 1.473689079284668]]","[[7418, 1.473689079284668], [8259, 1.493221402168274], [8821, 1.4957458972930908], [7175, 1.505086898803711], [7371, 1.506260871887207]]","[[7418, 1.473689079284668], [8259, 1.493221402168274], [8821, 1.4957458972930908], [7175, 1.505086898803711], [7371, 1.506260871887207], [7234, 1.5157461166381836], [8318, 1.51786470413208], [9919, 1.520768404006958], [9885, 1.5213243961334229], [7116, 1.5214239358901978]]",8318
video7151,a man is sitting on a chair,"[[9474, 1.4477128982543945]]","[[9474, 1.4477128982543945], [9026, 1.4645591974258423], [7593, 1.4813480377197266], [8492, 1.485334038734436], [7175, 1.4864681959152222]]","[[9474, 1.4477128982543945], [9026, 1.4645591974258423], [7593, 1.4813480377197266], [8492, 1.485334038734436], [7175, 1.4864681959152222], [9330, 1.4868379831314087], [9350, 1.491950511932373], [8932, 1.4936259984970093], [7685, 1.4948866367340088], [7946, 1.4976097345352173]]",7151
video7917,shania twain does a closeup for her video,"[[9793, 1.3659782409667969]]","[[9793, 1.3659782409667969], [7917, 1.4408206939697266], [7162, 1.4641234874725342], [9788, 1.484260082244873], [9688, 1.4902276992797852]]","[[9793, 1.3659782409667969], [7917, 1.4408206939697266], [7162, 1.4641234874725342], [9788, 1.484260082244873], [9688, 1.4902276992797852], [9782, 1.5081286430358887], [7528, 1.5311176776885986], [7571, 1.5330239534378052], [8392, 1.533407211303711], [8314, 1.5378940105438232]]",7917
video7461,a man playing video games,"[[9773, 1.5043387413024902]]","[[9773, 1.5043387413024902], [9200, 1.5055058002471924], [9344, 1.506525993347168], [9031, 1.5072157382965088], [8116, 1.5092791318893433]]","[[9773, 1.5043387413024902], [9200, 1.5055058002471924], [9344, 1.506525993347168], [9031, 1.5072157382965088], [8116, 1.5092791318893433], [9336, 1.5101174116134644], [8578, 1.510197639465332], [8807, 1.5132802724838257], [8010, 1.5135632753372192], [8752, 1.5138986110687256]]",7461
video7573,a girl in white night wear dancing very sexy,"[[7573, 1.4793756008148193]]","[[7573, 1.4793756008148193], [8904, 1.4821627140045166], [7411, 1.4904930591583252], [7783, 1.4926388263702393], [9815, 1.4942835569381714]]","[[7573, 1.4793756008148193], [8904, 1.4821627140045166], [7411, 1.4904930591583252], [7783, 1.4926388263702393], [9815, 1.4942835569381714], [8073, 1.4980019330978394], [8605, 1.5029895305633545], [8314, 1.50316321849823], [8305, 1.5154354572296143], [8790, 1.5279866456985474]]",7573
video7796,boy playing with a dump truck,"[[7796, 1.4086915254592896]]","[[7796, 1.4086915254592896], [8420, 1.4950997829437256], [9036, 1.5253322124481201], [8815, 1.5286619663238525], [9338, 1.5406265258789062]]","[[7796, 1.4086915254592896], [8420, 1.4950997829437256], [9036, 1.5253322124481201], [8815, 1.5286619663238525], [9338, 1.5406265258789062], [8556, 1.555001139640808], [8326, 1.5570123195648193], [7593, 1.5578135251998901], [9240, 1.5579817295074463], [8869, 1.5603148937225342]]",7796
video7333,there are pictures and quotes from george bernard shaw and vincent van gogh while a voice over artist talks about making mistakes,"[[7333, 1.2376444339752197]]","[[7333, 1.2376444339752197], [8908, 1.494417667388916], [8812, 1.546229600906372], [7581, 1.5472888946533203], [9242, 1.5755646228790283]]","[[7333, 1.2376444339752197], [8908, 1.494417667388916], [8812, 1.546229600906372], [7581, 1.5472888946533203], [9242, 1.5755646228790283], [7704, 1.5885251760482788], [9688, 1.5920114517211914], [7562, 1.602308988571167], [7686, 1.6035140752792358], [7548, 1.6044154167175293]]",7333
video9775,a man speaks to children in a classroom,"[[9775, 1.4358943700790405]]","[[9775, 1.4358943700790405], [7134, 1.4472222328186035], [7843, 1.5017526149749756], [9117, 1.505274772644043], [8472, 1.5130671262741089]]","[[9775, 1.4358943700790405], [7134, 1.4472222328186035], [7843, 1.5017526149749756], [9117, 1.505274772644043], [8472, 1.5130671262741089], [8331, 1.5154675245285034], [9777, 1.5159282684326172], [7345, 1.5166561603546143], [7375, 1.517147183418274], [9908, 1.540571689605713]]",9775
video7545,a person is playing a violin,"[[9872, 1.4803056716918945]]","[[9872, 1.4803056716918945], [9589, 1.48878014087677], [7545, 1.5026527643203735], [8466, 1.5081367492675781], [7205, 1.5118978023529053]]","[[9872, 1.4803056716918945], [9589, 1.48878014087677], [7545, 1.5026527643203735], [8466, 1.5081367492675781], [7205, 1.5118978023529053], [7227, 1.51419997215271], [7228, 1.5281566381454468], [7156, 1.539383888244629], [7961, 1.5410616397857666], [7976, 1.5431642532348633]]",7545
video8934,cameras filming near accidents between cars in traffic,"[[8497, 1.41941499710083]]","[[8497, 1.41941499710083], [8934, 1.4463326930999756], [8864, 1.4982198476791382], [9622, 1.5022904872894287], [8311, 1.5040056705474854]]","[[8497, 1.41941499710083], [8934, 1.4463326930999756], [8864, 1.4982198476791382], [9622, 1.5022904872894287], [8311, 1.5040056705474854], [9819, 1.5422742366790771], [7965, 1.5547252893447876], [9323, 1.5703039169311523], [8306, 1.572903037071228], [7544, 1.5748299360275269]]",8934
video9347,a woman in red dress explaining about cushion seat,"[[9347, 1.3564555644989014]]","[[9347, 1.3564555644989014], [7549, 1.3739970922470093], [8783, 1.4799296855926514], [8068, 1.4950851202011108], [9512, 1.4955763816833496]]","[[9347, 1.3564555644989014], [7549, 1.3739970922470093], [8783, 1.4799296855926514], [8068, 1.4950851202011108], [9512, 1.4955763816833496], [7341, 1.500627040863037], [7724, 1.503467321395874], [7230, 1.5092600584030151], [8816, 1.5158538818359375], [8667, 1.5166242122650146]]",9347
video7562,article about nasa s johnson space center being broadcasted on news,"[[7562, 1.4310202598571777]]","[[7562, 1.4310202598571777], [8727, 1.4679616689682007], [7431, 1.4767065048217773], [8069, 1.5077568292617798], [9807, 1.5083688497543335]]","[[7562, 1.4310202598571777], [8727, 1.4679616689682007], [7431, 1.4767065048217773], [8069, 1.5077568292617798], [9807, 1.5083688497543335], [9680, 1.5206997394561768], [7900, 1.5213770866394043], [7754, 1.5368813276290894], [9620, 1.5369287729263306], [7577, 1.5380866527557373]]",7562
video9828,assorted people are shown holding cute pets,"[[9828, 1.2873016595840454]]","[[9828, 1.2873016595840454], [8604, 1.4138493537902832], [7201, 1.4405192136764526], [8837, 1.4567837715148926], [9969, 1.4697225093841553]]","[[9828, 1.2873016595840454], [8604, 1.4138493537902832], [7201, 1.4405192136764526], [8837, 1.4567837715148926], [9969, 1.4697225093841553], [8478, 1.4798929691314697], [8935, 1.4903806447982788], [8866, 1.5110836029052734], [9682, 1.5194787979125977], [7698, 1.535290002822876]]",9828
video7377,a guy reports on complex news,"[[8822, 1.4692047834396362]]","[[8822, 1.4692047834396362], [8864, 1.4819930791854858], [8491, 1.4948347806930542], [8175, 1.4968608617782593], [9819, 1.4999370574951172]]","[[8822, 1.4692047834396362], [8864, 1.4819930791854858], [8491, 1.4948347806930542], [8175, 1.4968608617782593], [9819, 1.4999370574951172], [7377, 1.5010297298431396], [9204, 1.501664161682129], [9829, 1.5143308639526367], [9037, 1.5146580934524536], [8329, 1.5155233144760132]]",7377
video8605,all womans singing and dancing,"[[7117, 1.4695229530334473]]","[[7117, 1.4695229530334473], [9063, 1.4763067960739136], [9827, 1.4808578491210938], [7772, 1.4839709997177124], [8014, 1.4891538619995117]]","[[7117, 1.4695229530334473], [9063, 1.4763067960739136], [9827, 1.4808578491210938], [7772, 1.4839709997177124], [8014, 1.4891538619995117], [9589, 1.4935393333435059], [9815, 1.5062741041183472], [7411, 1.5065714120864868], [8476, 1.5071890354156494], [9957, 1.5074529647827148]]",8605
video8244,two men walk behind a couple of rhinoceroses one of which attacks a man,"[[8244, 1.3664665222167969]]","[[8244, 1.3664665222167969], [9548, 1.5340192317962646], [7468, 1.5484050512313843], [8243, 1.5504226684570312], [7837, 1.5654840469360352]]","[[8244, 1.3664665222167969], [9548, 1.5340192317962646], [7468, 1.5484050512313843], [8243, 1.5504226684570312], [7837, 1.5654840469360352], [8242, 1.5673305988311768], [8822, 1.5685758590698242], [7352, 1.5716090202331543], [8306, 1.5749403238296509], [9545, 1.5761098861694336]]",8244
video7960,a man is running around and playing a guitar,"[[7976, 1.4375712871551514]]","[[7976, 1.4375712871551514], [7227, 1.4502441883087158], [7961, 1.4537078142166138], [8251, 1.4617489576339722], [7419, 1.4702445268630981]]","[[7976, 1.4375712871551514], [7227, 1.4502441883087158], [7961, 1.4537078142166138], [8251, 1.4617489576339722], [7419, 1.4702445268630981], [7228, 1.4875173568725586], [9872, 1.4892222881317139], [7545, 1.4999823570251465], [7960, 1.5048376321792603], [7028, 1.5128908157348633]]",7960
video8243,man in black suit is having meeting with group of people,"[[7753, 1.4658490419387817]]","[[7753, 1.4658490419387817], [8315, 1.4729435443878174], [8120, 1.4774119853973389], [7825, 1.4884506464004517], [9406, 1.491621732711792]]","[[7753, 1.4658490419387817], [8315, 1.4729435443878174], [8120, 1.4774119853973389], [7825, 1.4884506464004517], [9406, 1.491621732711792], [8808, 1.4993069171905518], [9692, 1.5037811994552612], [8905, 1.5040326118469238], [7790, 1.5161418914794922], [7114, 1.5207383632659912]]",8243
video9685,people practising marshal arts,"[[9957, 1.4929606914520264]]","[[9957, 1.4929606914520264], [8339, 1.4929897785186768], [7202, 1.4931880235671997], [8816, 1.4933440685272217], [7688, 1.5027334690093994]]","[[9957, 1.4929606914520264], [8339, 1.4929897785186768], [7202, 1.4931880235671997], [8816, 1.4933440685272217], [7688, 1.5027334690093994], [7131, 1.5030609369277954], [8936, 1.5050809383392334], [9235, 1.505879282951355], [9063, 1.5073561668395996], [8267, 1.5090432167053223]]",9685
video7825,sitting and converstion 2 lady and 2 gents,"[[7234, 1.3602701425552368]]","[[7234, 1.3602701425552368], [8821, 1.3751187324523926], [7149, 1.4738664627075195], [8315, 1.4763062000274658], [7825, 1.4818272590637207]]","[[7234, 1.3602701425552368], [8821, 1.3751187324523926], [7149, 1.4738664627075195], [8315, 1.4763062000274658], [7825, 1.4818272590637207], [9322, 1.4851362705230713], [8259, 1.48855459690094], [7114, 1.4901399612426758], [9811, 1.4934237003326416], [7162, 1.495021939277649]]",7825
video7159,bill murray is being interviewed by david letterman while talking about bill s past roles,"[[7159, 1.3583329916000366]]","[[7159, 1.3583329916000366], [7794, 1.3829219341278076], [7754, 1.4823241233825684], [8930, 1.4867980480194092], [7362, 1.496936559677124]]","[[7159, 1.3583329916000366], [7794, 1.3829219341278076], [7754, 1.4823241233825684], [8930, 1.4867980480194092], [7362, 1.496936559677124], [9245, 1.518923282623291], [7753, 1.5607783794403076], [8120, 1.5641504526138306], [7349, 1.5867514610290527], [8905, 1.591125249862671]]",7159
video8839,spongebob is showing memories of him with mr,"[[8839, 1.4228339195251465]]","[[8839, 1.4228339195251465], [7029, 1.44710111618042], [8916, 1.4685252904891968], [8446, 1.4708218574523926], [9814, 1.4716285467147827]]","[[8839, 1.4228339195251465], [7029, 1.44710111618042], [8916, 1.4685252904891968], [8446, 1.4708218574523926], [9814, 1.4716285467147827], [9808, 1.475522518157959], [7835, 1.4784231185913086], [7235, 1.4842793941497803], [7111, 1.4955613613128662], [9790, 1.4967464208602905]]",8839
video9228,guy in purple tshirt playing guitar as they drive through,"[[7419, 1.4781376123428345]]","[[7419, 1.4781376123428345], [7969, 1.4991044998168945], [8251, 1.5048002004623413], [9677, 1.5146138668060303], [8263, 1.5158920288085938]]","[[7419, 1.4781376123428345], [7969, 1.4991044998168945], [8251, 1.5048002004623413], [9677, 1.5146138668060303], [8263, 1.5158920288085938], [7965, 1.5224539041519165], [7545, 1.534906268119812], [8089, 1.5355570316314697], [7976, 1.5386219024658203], [7228, 1.5450694561004639]]",9228
video9779,fireworks are being lit and exploding in a night sky,"[[8798, 1.4011743068695068]]","[[8798, 1.4011743068695068], [9779, 1.4143285751342773], [7732, 1.4759509563446045], [8311, 1.5115561485290527], [9306, 1.5250864028930664]]","[[8798, 1.4011743068695068], [9779, 1.4143285751342773], [7732, 1.4759509563446045], [8311, 1.5115561485290527], [9306, 1.5250864028930664], [9354, 1.536705493927002], [9774, 1.5370104312896729], [8013, 1.5509295463562012], [9405, 1.5546883344650269], [8334, 1.5552265644073486]]",9779
video7583,a princess tries not to cry in front of malificent,"[[7583, 1.318678379058838]]","[[7583, 1.318678379058838], [7467, 1.504655361175537], [8110, 1.5367488861083984], [9788, 1.537933111190796], [7222, 1.5482157468795776]]","[[7583, 1.318678379058838], [7467, 1.504655361175537], [8110, 1.5367488861083984], [9788, 1.537933111190796], [7222, 1.5482157468795776], [7164, 1.54976224899292], [8680, 1.550230860710144], [7964, 1.5606324672698975], [8790, 1.5633447170257568], [7024, 1.5651041269302368]]",7583
video8259,an interview is conducted,"[[8120, 1.4631786346435547]]","[[8120, 1.4631786346435547], [7947, 1.4663721323013306], [7349, 1.4703723192214966], [8259, 1.4727309942245483], [7794, 1.4753726720809937]]","[[8120, 1.4631786346435547], [7947, 1.4663721323013306], [7349, 1.4703723192214966], [8259, 1.4727309942245483], [7794, 1.4753726720809937], [8917, 1.4767065048217773], [7753, 1.4768974781036377], [8932, 1.483679175376892], [7215, 1.4857205152511597], [9901, 1.492464303970337]]",8259
video9202,a girl singing song on stage,"[[7569, 1.4326107501983643]]","[[7569, 1.4326107501983643], [8818, 1.4357510805130005], [8810, 1.4424934387207031], [7756, 1.4432424306869507], [7791, 1.4542462825775146]]","[[7569, 1.4326107501983643], [8818, 1.4357510805130005], [8810, 1.4424934387207031], [7756, 1.4432424306869507], [7791, 1.4542462825775146], [9879, 1.4585028886795044], [8447, 1.4707175493240356], [9202, 1.4886963367462158], [7220, 1.4889345169067383], [9518, 1.4896694421768188]]",9202
video8416,a video of different racially motivated protests is playing while the song everyone s a little bit racist plays,"[[9131, 1.4572415351867676]]","[[9131, 1.4572415351867676], [8416, 1.463865876197815], [9028, 1.521443486213684], [8022, 1.541476845741272], [9254, 1.547966718673706]]","[[9131, 1.4572415351867676], [8416, 1.463865876197815], [9028, 1.521443486213684], [8022, 1.541476845741272], [9254, 1.547966718673706], [8118, 1.5551002025604248], [9233, 1.556305170059204], [8864, 1.5564872026443481], [7827, 1.5586758852005005], [8851, 1.5594701766967773]]",8416
video9819,a reporter talks about a police incident,"[[9819, 1.408632516860962]]","[[9819, 1.408632516860962], [8491, 1.427561640739441], [8864, 1.4331761598587036], [9323, 1.4557636976242065], [9829, 1.4845596551895142]]","[[9819, 1.408632516860962], [8491, 1.427561640739441], [8864, 1.4331761598587036], [9323, 1.4557636976242065], [9829, 1.4845596551895142], [8311, 1.489607572555542], [8822, 1.504871129989624], [8650, 1.5144709348678589], [9204, 1.5181348323822021], [7119, 1.5245672464370728]]",9819
