video_id,sentence
video6958,a gentle man explaining about something
video2769,a girl and a guy are doing a sketch on a beach
video6508,a girl and a couple of guys were climbing a rock of mountain
video1088,a girl and a boy riding on horses
video1204,a girl admiring another girl
video2284,a girl adds dabs to her nails and makes them colorful
video6245,a girl  is very upset
video4374,a girl   panicking  and moving around ten picks up her cell phone
video6268,a geyser is steaming
video6203,a german woman is cooking churros
video1255,a german trailer for a horror movie
video728,a german news station interviewing a man
video3832,a german man speaks about a subject in detail
video2392,a gentle woman talking about her experience
video1455,a giant lizard is someones pet
video1127,a girl dances and sings in various outfits and then sees a three legged dog
video3270,a girl explains about a trolley
video534,a girl explaining how to add a phone to her phone
video1547,a girl enjoys her vacation
video1324,a girl enacts a scene using barbie dolls
video4333,a girl eats a nice sandwich
video1986,a girl eating snacks with her friend
video965,a girl driving car
video2679,a girl dreaming about feelings
video4783,a girl drank a glass full of water
video1433,a girl doll tells a prince doll she is not marrying him while other barbie type dolls watch
video2700,a girl explains her family members situation in new channel
video2391,a girl exposing different styles
video1166,a girl has a tube of glitter in her hand
video4065,a girl group singing on stage
video1079,a girl group all dressed in red
video3168,a girl got tensed and anger
video2244,a girl giving an iphone tutorial
video2716,a girl getting slapped and pulled by the opponent while playing soccer
video745,a girl getting interviewed by a man
video85,a girl getting her hair done
video5320,a girl gets pulled outside a window by a monster
video1419,a girl from a famous tv movie is shown talking with her nemesis
video3474,a girl fixing the baby stroller
video1820,a girl giving a flute recital
video506,a girl cursing while playing a video game
video3520,a girl doing physical exercise
video6925,a girl demonstrates a nursing pillow
video1831,a girl demonstates how to do a backflip on a trampoline
video4640,a girl daydreaming about being with the boy a the movies
video4455,a girl dancing in a house
video516,a girl dancing at a studio
video5558,a girl dancing and singing in a music video
video1128,a girl dancing and jumping around
video6002,a girl dances with a young child
video5710,a girl dances to some music
video1946,a girl dances in the living room
video5781,a girl dances in class
video2278,a girl dances in class
video2577,a girl dances in a field
video37,a girl demonstrating about dryer
video1460,a girl describes her side of a story for dr
video36,a girl describing about her high heel
video2735,a girl doing a craft work
video2951,a girl does her blind audition for a talent show
video1053,a girl does gymnastics on a bar
video94,a girl discusses what she s about to do and asks for subscriptions
video3536,a girl doing a tutorial on makeup is showing how to shade eyebrows
video2204,a girl discusses the best way to pack a bag
video5453,a girl dies her hair
video4000,a girl did her nails
video5565,a girl desrcibes what she uses to create her hairstyle
video622,a girl desperately wants to talk to her dead mother
video3267,a girl describing her morning beauty routine
