video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
6332,a boy and girl dance in front of other teens,6332,"[[7041, 1.375129222869873]]","[[7041, 1.375129222869873], [7840, 1.3832194805145264], [4100, 1.3913276195526123], [2489, 1.411137342453003], [735, 1.4130553007125854]]","[[7041, 1.375129222869873], [7840, 1.3832194805145264], [4100, 1.3913276195526123], [2489, 1.411137342453003], [735, 1.4130553007125854], [2628, 1.4172197580337524], [9925, 1.4304213523864746], [4799, 1.442334532737732], [1788, 1.4442033767700195], [1202, 1.447115182876587]]","[[7041, 1.375129222869873], [7840, 1.3832194805145264], [4100, 1.3913276195526123], [2489, 1.411137342453003], [735, 1.4130553007125854], [2628, 1.4172197580337524], [9925, 1.4304213523864746], [4799, 1.442334532737732], [1788, 1.4442033767700195], [1202, 1.447115182876587]]"
6365,a boy and girl are watching a cartoon,6365,"[[6365, 1.3941526412963867]]","[[6365, 1.3941526412963867], [5390, 1.4087674617767334], [6486, 1.4133152961730957], [9275, 1.442279577255249], [5765, 1.445793628692627]]","[[6365, 1.3941526412963867], [5390, 1.4087674617767334], [6486, 1.4133152961730957], [9275, 1.442279577255249], [5765, 1.445793628692627], [4532, 1.4551808834075928], [4488, 1.4571906328201294], [6562, 1.4650413990020752], [4343, 1.4673919677734375], [7970, 1.4682307243347168]]","[[6365, 1.3941526412963867], [5390, 1.4087674617767334], [6486, 1.4133152961730957], [9275, 1.442279577255249], [5765, 1.445793628692627], [4532, 1.4551808834075928], [4488, 1.4571906328201294], [6562, 1.4650413990020752], [4343, 1.4673919677734375], [7970, 1.4682307243347168]]"
4847,a boy and girl are walking outside in a cartoon,4847,"[[6827, 1.3806264400482178]]","[[6827, 1.3806264400482178], [6562, 1.3904387950897217], [8676, 1.4214670658111572], [2146, 1.4370619058609009], [2784, 1.4455983638763428]]","[[6827, 1.3806264400482178], [6562, 1.3904387950897217], [8676, 1.4214670658111572], [2146, 1.4370619058609009], [2784, 1.4455983638763428], [4532, 1.4517110586166382], [3565, 1.4537901878356934], [8863, 1.4619357585906982], [4216, 1.4632480144500732], [4847, 1.4669798612594604]]","[[6827, 1.3806264400482178], [6562, 1.3904387950897217], [8676, 1.4214670658111572], [2146, 1.4370619058609009], [2784, 1.4455983638763428], [4532, 1.4517110586166382], [3565, 1.4537901878356934], [8863, 1.4619357585906982], [4216, 1.4632480144500732], [4847, 1.4669798612594604]]"
2739,a boy and girl are together,2739,"[[2550, 1.4066966772079468]]","[[2550, 1.4066966772079468], [8895, 1.421069622039795], [6121, 1.4222313165664673], [2628, 1.4242374897003174], [9711, 1.4246947765350342]]","[[2550, 1.4066966772079468], [8895, 1.421069622039795], [6121, 1.4222313165664673], [2628, 1.4242374897003174], [9711, 1.4246947765350342], [3022, 1.4303511381149292], [885, 1.431037425994873], [2489, 1.4355037212371826], [8964, 1.4374700784683228], [8330, 1.4408628940582275]]","[[2550, 1.4066966772079468], [8895, 1.421069622039795], [6121, 1.4222313165664673], [2628, 1.4242374897003174], [9711, 1.4246947765350342], [3022, 1.4303511381149292], [885, 1.431037425994873], [2489, 1.4355037212371826], [8964, 1.4374700784683228], [8330, 1.4408628940582275]]"
2550,a boy and girl talking then the girl kisses the boy on the cheek,2550,"[[2550, 1.376636028289795]]","[[2550, 1.376636028289795], [6719, 1.390101671218872], [3022, 1.3964874744415283], [3286, 1.405845284461975], [6121, 1.4095251560211182]]","[[2550, 1.376636028289795], [6719, 1.390101671218872], [3022, 1.3964874744415283], [3286, 1.405845284461975], [6121, 1.4095251560211182], [6512, 1.4111828804016113], [5592, 1.424415946006775], [3893, 1.4352648258209229], [50, 1.4411232471466064], [1370, 1.4467897415161133]]","[[2550, 1.376636028289795], [6719, 1.390101671218872], [3022, 1.3964874744415283], [3286, 1.405845284461975], [6121, 1.4095251560211182], [6512, 1.4111828804016113], [5592, 1.424415946006775], [3893, 1.4352648258209229], [50, 1.4411232471466064], [1370, 1.4467897415161133]]"
727,a boy and girl talking to one another,727,"[[6121, 1.4045907258987427]]","[[6121, 1.4045907258987427], [9711, 1.4178805351257324], [8964, 1.4226479530334473], [2628, 1.4355988502502441], [1882, 1.4360175132751465]]","[[6121, 1.4045907258987427], [9711, 1.4178805351257324], [8964, 1.4226479530334473], [2628, 1.4355988502502441], [1882, 1.4360175132751465], [8048, 1.437284231185913], [3726, 1.4396895170211792], [5086, 1.4398541450500488], [8709, 1.440159797668457], [5018, 1.4475191831588745]]","[[6121, 1.4045907258987427], [9711, 1.4178805351257324], [8964, 1.4226479530334473], [2628, 1.4355988502502441], [1882, 1.4360175132751465], [8048, 1.437284231185913], [3726, 1.4396895170211792], [5086, 1.4398541450500488], [8709, 1.440159797668457], [5018, 1.4475191831588745]]"
4669,a boy at a table talking about a toy truck,4669,"[[4669, 1.3707975149154663]]","[[4669, 1.3707975149154663], [966, 1.3744189739227295], [563, 1.402268886566162], [1214, 1.413260817527771], [3226, 1.4290523529052734]]","[[4669, 1.3707975149154663], [966, 1.3744189739227295], [563, 1.402268886566162], [1214, 1.413260817527771], [3226, 1.4290523529052734], [1526, 1.4347913265228271], [5542, 1.4515661001205444], [1900, 1.4517335891723633], [8088, 1.4523942470550537], [4226, 1.4698657989501953]]","[[4669, 1.3707975149154663], [966, 1.3744189739227295], [563, 1.402268886566162], [1214, 1.413260817527771], [3226, 1.4290523529052734], [1526, 1.4347913265228271], [5542, 1.4515661001205444], [1900, 1.4517335891723633], [8088, 1.4523942470550537], [4226, 1.4698657989501953]]"
6329,a boy asks his father if they can go swimming and the father thinks this is a great idea,6329,"[[1842, 1.4429199695587158]]","[[1842, 1.4429199695587158], [4853, 1.4606306552886963], [5883, 1.4619747400283813], [4202, 1.4636257886886597], [9283, 1.4637176990509033]]","[[1842, 1.4429199695587158], [4853, 1.4606306552886963], [5883, 1.4619747400283813], [4202, 1.4636257886886597], [9283, 1.4637176990509033], [6329, 1.4665296077728271], [1228, 1.473099708557129], [2613, 1.4847605228424072], [2257, 1.487044095993042], [9065, 1.4909480810165405]]","[[1842, 1.4429199695587158], [4853, 1.4606306552886963], [5883, 1.4619747400283813], [4202, 1.4636257886886597], [9283, 1.4637176990509033], [6329, 1.4665296077728271], [1228, 1.473099708557129], [2613, 1.4847605228424072], [2257, 1.487044095993042], [9065, 1.4909480810165405]]"
3892,a boy apologizes for calling someone a he,3892,"[[3482, 1.4239709377288818]]","[[3482, 1.4239709377288818], [6341, 1.4378197193145752], [5086, 1.4388511180877686], [8964, 1.4392497539520264], [452, 1.440131664276123]]","[[3482, 1.4239709377288818], [6341, 1.4378197193145752], [5086, 1.4388511180877686], [8964, 1.4392497539520264], [452, 1.440131664276123], [7767, 1.4517037868499756], [2613, 1.4518725872039795], [7346, 1.4646830558776855], [5110, 1.4658079147338867], [9764, 1.4672162532806396]]","[[3482, 1.4239709377288818], [6341, 1.4378197193145752], [5086, 1.4388511180877686], [8964, 1.4392497539520264], [452, 1.440131664276123], [7767, 1.4517037868499756], [2613, 1.4518725872039795], [7346, 1.4646830558776855], [5110, 1.4658079147338867], [9764, 1.4672162532806396]]"
4805,a boy and two girls are playing in the pool,4805,"[[5883, 1.372785210609436]]","[[5883, 1.372785210609436], [5087, 1.4206781387329102], [4176, 1.427290678024292], [1397, 1.4436500072479248], [4805, 1.447346806526184]]","[[5883, 1.372785210609436], [5087, 1.4206781387329102], [4176, 1.427290678024292], [1397, 1.4436500072479248], [4805, 1.447346806526184], [1437, 1.4501359462738037], [4540, 1.4577492475509644], [4239, 1.475525140762329], [5862, 1.477219581604004], [5186, 1.4804933071136475]]","[[5883, 1.372785210609436], [5087, 1.4206781387329102], [4176, 1.427290678024292], [1397, 1.4436500072479248], [4805, 1.447346806526184], [1437, 1.4501359462738037], [4540, 1.4577492475509644], [4239, 1.475525140762329], [5862, 1.477219581604004], [5186, 1.4804933071136475]]"
3640,a boy and girl are talking with each other in an asian language,3640,"[[3583, 1.3832299709320068]]","[[3583, 1.3832299709320068], [3893, 1.3862526416778564], [9711, 1.3901498317718506], [7163, 1.407435655593872], [3726, 1.4100948572158813]]","[[3583, 1.3832299709320068], [3893, 1.3862526416778564], [9711, 1.3901498317718506], [7163, 1.407435655593872], [3726, 1.4100948572158813], [67, 1.4139161109924316], [7015, 1.415224313735962], [885, 1.4226207733154297], [8709, 1.4234635829925537], [3640, 1.4244904518127441]]","[[3583, 1.3832299709320068], [3893, 1.3862526416778564], [9711, 1.3901498317718506], [7163, 1.407435655593872], [3726, 1.4100948572158813], [67, 1.4139161109924316], [7015, 1.415224313735962], [885, 1.4226207733154297], [8709, 1.4234635829925537], [3640, 1.4244904518127441]]"
2024,a boy and stuffed animals are moving in stop and go format,2024,"[[3882, 1.4671738147735596]]","[[3882, 1.4671738147735596], [4379, 1.467424750328064], [2024, 1.4787921905517578], [5546, 1.485084056854248], [3482, 1.488674283027649]]","[[3882, 1.4671738147735596], [4379, 1.467424750328064], [2024, 1.4787921905517578], [5546, 1.485084056854248], [3482, 1.488674283027649], [2718, 1.4910995960235596], [5184, 1.4966100454330444], [6018, 1.499059796333313], [7346, 1.4995230436325073], [5432, 1.501955270767212]]","[[3882, 1.4671738147735596], [4379, 1.467424750328064], [2024, 1.4787921905517578], [5546, 1.485084056854248], [3482, 1.488674283027649], [2718, 1.4910995960235596], [5184, 1.4966100454330444], [6018, 1.499059796333313], [7346, 1.4995230436325073], [5432, 1.501955270767212]]"
3823,a boy and his mother talking to each other,3823,"[[5254, 1.396674394607544]]","[[5254, 1.396674394607544], [7379, 1.4252288341522217], [4853, 1.44791841506958], [8048, 1.4537386894226074], [8964, 1.464736819267273]]","[[5254, 1.396674394607544], [7379, 1.4252288341522217], [4853, 1.44791841506958], [8048, 1.4537386894226074], [8964, 1.464736819267273], [748, 1.4737565517425537], [832, 1.4741525650024414], [1642, 1.4822757244110107], [8226, 1.4825420379638672], [435, 1.4829052686691284]]","[[5254, 1.396674394607544], [7379, 1.4252288341522217], [4853, 1.44791841506958], [8048, 1.4537386894226074], [8964, 1.464736819267273], [748, 1.4737565517425537], [832, 1.4741525650024414], [1642, 1.4822757244110107], [8226, 1.4825420379638672], [435, 1.4829052686691284]]"
811,a boy and his horse are finding the super story answer,811,"[[9577, 1.4010158777236938]]","[[9577, 1.4010158777236938], [1141, 1.4232228994369507], [4020, 1.4260952472686768], [2779, 1.482968807220459], [5811, 1.4895243644714355]]","[[9577, 1.4010158777236938], [1141, 1.4232228994369507], [4020, 1.4260952472686768], [2779, 1.482968807220459], [5811, 1.4895243644714355], [2416, 1.4953709840774536], [472, 1.495919942855835], [5834, 1.49592924118042], [6346, 1.500671625137329], [9839, 1.5020629167556763]]","[[9577, 1.4010158777236938], [1141, 1.4232228994369507], [4020, 1.4260952472686768], [2779, 1.482968807220459], [5811, 1.4895243644714355], [2416, 1.4953709840774536], [472, 1.495919942855835], [5834, 1.49592924118042], [6346, 1.500671625137329], [9839, 1.5020629167556763]]"
1916,a boy and girls is describing the fashion,1916,"[[1916, 1.4198914766311646]]","[[1916, 1.4198914766311646], [9890, 1.4507687091827393], [6888, 1.4511902332305908], [7848, 1.4601279497146606], [661, 1.4637553691864014]]","[[1916, 1.4198914766311646], [9890, 1.4507687091827393], [6888, 1.4511902332305908], [7848, 1.4601279497146606], [661, 1.4637553691864014], [3055, 1.473119854927063], [6220, 1.4886897802352905], [2301, 1.4896652698516846], [5887, 1.4912760257720947], [4428, 1.4918701648712158]]","[[1916, 1.4198914766311646], [9890, 1.4507687091827393], [6888, 1.4511902332305908], [7848, 1.4601279497146606], [661, 1.4637553691864014], [3055, 1.473119854927063], [6220, 1.4886897802352905], [2301, 1.4896652698516846], [5887, 1.4912760257720947], [4428, 1.4918701648712158]]"
1840,a boy and girl watching the frozen son let it go on a monitor in different languages,1840,"[[1840, 1.3344465494155884]]","[[1840, 1.3344465494155884], [1987, 1.3959965705871582], [5771, 1.4140818119049072], [2684, 1.418233036994934], [2425, 1.4195137023925781]]","[[1840, 1.3344465494155884], [1987, 1.3959965705871582], [5771, 1.4140818119049072], [2684, 1.418233036994934], [2425, 1.4195137023925781], [5390, 1.4397649765014648], [7346, 1.4452524185180664], [2986, 1.4526945352554321], [6365, 1.4616796970367432], [7964, 1.470992088317871]]","[[1840, 1.3344465494155884], [1987, 1.3959965705871582], [5771, 1.4140818119049072], [2684, 1.418233036994934], [2425, 1.4195137023925781], [5390, 1.4397649765014648], [7346, 1.4452524185180664], [2986, 1.4526945352554321], [6365, 1.4616796970367432], [7964, 1.470992088317871]]"
5168,a boy and girl walking down the street,5168,"[[7848, 1.3371978998184204]]","[[7848, 1.3371978998184204], [8990, 1.4386470317840576], [2862, 1.4417402744293213], [9555, 1.4499621391296387], [9655, 1.4502372741699219]]","[[7848, 1.3371978998184204], [8990, 1.4386470317840576], [2862, 1.4417402744293213], [9555, 1.4499621391296387], [9655, 1.4502372741699219], [4021, 1.4654325246810913], [4379, 1.4658830165863037], [3564, 1.4668340682983398], [3119, 1.4696828126907349], [3631, 1.4746038913726807]]","[[7848, 1.3371978998184204], [8990, 1.4386470317840576], [2862, 1.4417402744293213], [9555, 1.4499621391296387], [9655, 1.4502372741699219], [4021, 1.4654325246810913], [4379, 1.4658830165863037], [3564, 1.4668340682983398], [3119, 1.4696828126907349], [3631, 1.4746038913726807]]"
1842,a boy and man talk about drugs,1842,"[[1842, 1.3986365795135498]]","[[1842, 1.3986365795135498], [9065, 1.4494401216506958], [2537, 1.4571154117584229], [5086, 1.4577823877334595], [7346, 1.4587221145629883]]","[[1842, 1.3986365795135498], [9065, 1.4494401216506958], [2537, 1.4571154117584229], [5086, 1.4577823877334595], [7346, 1.4587221145629883], [9283, 1.4599469900131226], [4202, 1.460210919380188], [6341, 1.4665369987487793], [435, 1.4708927869796753], [5018, 1.475669503211975]]","[[1842, 1.3986365795135498], [9065, 1.4494401216506958], [2537, 1.4571154117584229], [5086, 1.4577823877334595], [7346, 1.4587221145629883], [9283, 1.4599469900131226], [4202, 1.460210919380188], [6341, 1.4665369987487793], [435, 1.4708927869796753], [5018, 1.475669503211975]]"
6121,a boy and girl are talking in the hallway,6121,"[[6121, 1.3607419729232788]]","[[6121, 1.3607419729232788], [3482, 1.4055213928222656], [9802, 1.4342595338821411], [4538, 1.4497973918914795], [8964, 1.456931710243225]]","[[6121, 1.3607419729232788], [3482, 1.4055213928222656], [9802, 1.4342595338821411], [4538, 1.4497973918914795], [8964, 1.456931710243225], [9081, 1.4677510261535645], [9065, 1.4851763248443604], [2142, 1.4852416515350342], [5086, 1.5009326934814453], [1829, 1.501664638519287]]","[[6121, 1.3607419729232788], [3482, 1.4055213928222656], [9802, 1.4342595338821411], [4538, 1.4497973918914795], [8964, 1.456931710243225], [9081, 1.4677510261535645], [9065, 1.4851763248443604], [2142, 1.4852416515350342], [5086, 1.5009326934814453], [1829, 1.501664638519287]]"
3606,a boy and girl are talking about clones,3606,"[[5887, 1.4328851699829102]]","[[5887, 1.4328851699829102], [3606, 1.442657709121704], [3194, 1.4586901664733887], [2624, 1.468239665031433], [6121, 1.4721964597702026]]","[[5887, 1.4328851699829102], [3606, 1.442657709121704], [3194, 1.4586901664733887], [2624, 1.468239665031433], [6121, 1.4721964597702026], [1882, 1.4828482866287231], [5086, 1.4834821224212646], [6365, 1.4846103191375732], [1829, 1.4862816333770752], [8964, 1.490318775177002]]","[[5887, 1.4328851699829102], [3606, 1.442657709121704], [3194, 1.4586901664733887], [2624, 1.468239665031433], [6121, 1.4721964597702026], [1882, 1.4828482866287231], [5086, 1.4834821224212646], [6365, 1.4846103191375732], [1829, 1.4862816333770752], [8964, 1.490318775177002]]"
5357,a boy and a girl entering the new place,5357,"[[6121, 1.4044543504714966]]","[[6121, 1.4044543504714966], [3482, 1.4159952402114868], [1829, 1.433815360069275], [8964, 1.442033052444458], [7015, 1.4453331232070923]]","[[6121, 1.4044543504714966], [3482, 1.4159952402114868], [1829, 1.433815360069275], [8964, 1.442033052444458], [7015, 1.4453331232070923], [3022, 1.4486265182495117], [2550, 1.4664287567138672], [8815, 1.4689054489135742], [9655, 1.4718718528747559], [3286, 1.4775304794311523]]","[[6121, 1.4044543504714966], [3482, 1.4159952402114868], [1829, 1.433815360069275], [8964, 1.442033052444458], [7015, 1.4453331232070923], [3022, 1.4486265182495117], [2550, 1.4664287567138672], [8815, 1.4689054489135742], [9655, 1.4718718528747559], [3286, 1.4775304794311523]]"
1122,a boy and a girl dancing in a vehicle,1122,"[[1122, 1.358555555343628]]","[[1122, 1.358555555343628], [746, 1.3590009212493896], [2628, 1.4217476844787598], [2489, 1.4484918117523193], [8556, 1.4499547481536865]]","[[1122, 1.358555555343628], [746, 1.3590009212493896], [2628, 1.4217476844787598], [2489, 1.4484918117523193], [8556, 1.4499547481536865], [7041, 1.4776625633239746], [7840, 1.480257511138916], [8653, 1.4880547523498535], [2862, 1.4946452379226685], [8971, 1.4954396486282349]]","[[1122, 1.358555555343628], [746, 1.3590009212493896], [2628, 1.4217476844787598], [2489, 1.4484918117523193], [8556, 1.4499547481536865], [7041, 1.4776625633239746], [7840, 1.480257511138916], [8653, 1.4880547523498535], [2862, 1.4946452379226685], [8971, 1.4954396486282349]]"
2986,a boy and a girl are watching internet videos,2986,"[[2684, 1.4196429252624512]]","[[2684, 1.4196429252624512], [6585, 1.424277901649475], [5390, 1.439023733139038], [6365, 1.4414427280426025], [2986, 1.4415234327316284]]","[[2684, 1.4196429252624512], [6585, 1.424277901649475], [5390, 1.439023733139038], [6365, 1.4414427280426025], [2986, 1.4415234327316284], [6889, 1.4555062055587769], [6870, 1.4598679542541504], [6223, 1.4599177837371826], [1546, 1.4600818157196045], [1987, 1.4667634963989258]]","[[2684, 1.4196429252624512], [6585, 1.424277901649475], [5390, 1.439023733139038], [6365, 1.4414427280426025], [2986, 1.4415234327316284], [6889, 1.4555062055587769], [6870, 1.4598679542541504], [6223, 1.4599177837371826], [1546, 1.4600818157196045], [1987, 1.4667634963989258]]"
