video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
2755,a group of kids are dancing on a court,2755,"[[4833, 1.407477617263794]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182], [2755, 1.4429872035980225], [1434, 1.444270133972168], [8955, 1.4447205066680908], [512, 1.4465432167053223], [3876, 1.4539389610290527]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182], [2755, 1.4429872035980225], [1434, 1.444270133972168], [8955, 1.4447205066680908], [512, 1.4465432167053223], [3876, 1.4539389610290527]]"
2755,a child is singing a song,2755,"[[7908, 1.4248530864715576]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582], [162, 1.4423986673355103], [1352, 1.4467483758926392], [2115, 1.4518499374389648], [1161, 1.4556939601898193], [1635, 1.4567303657531738]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582], [162, 1.4423986673355103], [1352, 1.4467483758926392], [2115, 1.4518499374389648], [1161, 1.4556939601898193], [1635, 1.4567303657531738]]"
3597,a basketball game is played,3597,"[[4561, 1.4355976581573486]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969], [4177, 1.4413299560546875], [7763, 1.442987084388733], [8610, 1.4456138610839844], [7710, 1.447242021560669], [2967, 1.4479036331176758]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969], [4177, 1.4413299560546875], [7763, 1.442987084388733], [8610, 1.4456138610839844], [7710, 1.447242021560669], [2967, 1.4479036331176758]]"
3597,a crowd appears then a hockey game is being played followed by a basketball team playing on a court,3597,"[[6504, 1.4178743362426758]]","[[6504, 1.4178743362426758], [1347, 1.427066445350647], [3597, 1.430121660232544], [9442, 1.431941032409668], [726, 1.4405421018600464]]","[[6504, 1.4178743362426758], [1347, 1.427066445350647], [3597, 1.430121660232544], [9442, 1.431941032409668], [726, 1.4405421018600464], [5899, 1.4512877464294434], [8652, 1.4534550905227661], [6476, 1.4570472240447998], [1782, 1.4591197967529297], [9430, 1.459791898727417]]","[[6504, 1.4178743362426758], [1347, 1.427066445350647], [3597, 1.430121660232544], [9442, 1.431941032409668], [726, 1.4405421018600464], [5899, 1.4512877464294434], [8652, 1.4534550905227661], [6476, 1.4570472240447998], [1782, 1.4591197967529297], [9430, 1.459791898727417]]"
3597,a music video including ice hockey and basketball clips,3597,"[[5899, 1.350179672241211]]","[[5899, 1.350179672241211], [6504, 1.385460376739502], [6288, 1.3891669511795044], [9442, 1.3922520875930786], [3597, 1.395195484161377]]","[[5899, 1.350179672241211], [6504, 1.385460376739502], [6288, 1.3891669511795044], [9442, 1.3922520875930786], [3597, 1.395195484161377], [9430, 1.3990788459777832], [2594, 1.423022985458374], [1782, 1.4255791902542114], [5178, 1.4314963817596436], [9029, 1.4416310787200928]]","[[5899, 1.350179672241211], [6504, 1.385460376739502], [6288, 1.3891669511795044], [9442, 1.3922520875930786], [3597, 1.395195484161377], [9430, 1.3990788459777832], [2594, 1.423022985458374], [1782, 1.4255791902542114], [5178, 1.4314963817596436], [9029, 1.4416310787200928]]"
3597,a music video with a girl dancing,3597,"[[6308, 1.4162081480026245]]","[[6308, 1.4162081480026245], [4415, 1.4232921600341797], [4587, 1.4376174211502075], [4455, 1.4386149644851685], [2771, 1.4416420459747314]]","[[6308, 1.4162081480026245], [4415, 1.4232921600341797], [4587, 1.4376174211502075], [4455, 1.4386149644851685], [2771, 1.4416420459747314], [3499, 1.4463502168655396], [4461, 1.4488080739974976], [8142, 1.4522533416748047], [1686, 1.457639217376709], [249, 1.4580998420715332]]","[[6308, 1.4162081480026245], [4415, 1.4232921600341797], [4587, 1.4376174211502075], [4455, 1.4386149644851685], [2771, 1.4416420459747314], [3499, 1.4463502168655396], [4461, 1.4488080739974976], [8142, 1.4522533416748047], [1686, 1.457639217376709], [249, 1.4580998420715332]]"
3597,a video clip from a hockey game,3597,"[[1215, 1.3902983665466309]]","[[1215, 1.3902983665466309], [3109, 1.4114506244659424], [1347, 1.412179946899414], [726, 1.4123252630233765], [2703, 1.4158936738967896]]","[[1215, 1.3902983665466309], [3109, 1.4114506244659424], [1347, 1.412179946899414], [726, 1.4123252630233765], [2703, 1.4158936738967896], [6053, 1.460224986076355], [3588, 1.4608083963394165], [3364, 1.4682998657226562], [1930, 1.4776849746704102], [2499, 1.5210776329040527]]","[[1215, 1.3902983665466309], [3109, 1.4114506244659424], [1347, 1.412179946899414], [726, 1.4123252630233765], [2703, 1.4158936738967896], [6053, 1.460224986076355], [3588, 1.4608083963394165], [3364, 1.4682998657226562], [1930, 1.4776849746704102], [2499, 1.5210776329040527]]"
3597,girls dancing at a live show,3597,"[[3483, 1.4233990907669067]]","[[3483, 1.4233990907669067], [4040, 1.4296231269836426], [9063, 1.4405032396316528], [1202, 1.4430086612701416], [7934, 1.4535200595855713]]","[[3483, 1.4233990907669067], [4040, 1.4296231269836426], [9063, 1.4405032396316528], [1202, 1.4430086612701416], [7934, 1.4535200595855713], [6174, 1.4541958570480347], [1800, 1.4550690650939941], [205, 1.4593982696533203], [3157, 1.4601447582244873], [4302, 1.4615743160247803]]","[[3483, 1.4233990907669067], [4040, 1.4296231269836426], [9063, 1.4405032396316528], [1202, 1.4430086612701416], [7934, 1.4535200595855713], [6174, 1.4541958570480347], [1800, 1.4550690650939941], [205, 1.4593982696533203], [3157, 1.4601447582244873], [4302, 1.4615743160247803]]"
3597,hip hop playing with footage of a hockey game onscreen,3597,"[[5899, 1.354616641998291]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678], [6504, 1.4145376682281494], [1347, 1.4165832996368408], [6288, 1.4185689687728882], [3109, 1.4227566719055176], [3597, 1.4306046962738037]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678], [6504, 1.4145376682281494], [1347, 1.4165832996368408], [6288, 1.4185689687728882], [3109, 1.4227566719055176], [3597, 1.4306046962738037]]"
3597,many people are raving at a party,3597,"[[5904, 1.4400204420089722]]","[[5904, 1.4400204420089722], [4137, 1.4685132503509521], [4990, 1.4805035591125488], [6169, 1.5046554803848267], [3110, 1.5109325647354126]]","[[5904, 1.4400204420089722], [4137, 1.4685132503509521], [4990, 1.4805035591125488], [6169, 1.5046554803848267], [3110, 1.5109325647354126], [5537, 1.5149558782577515], [3903, 1.516383171081543], [5401, 1.5192241668701172], [8525, 1.5211679935455322], [3876, 1.5342628955841064]]","[[5904, 1.4400204420089722], [4137, 1.4685132503509521], [4990, 1.4805035591125488], [6169, 1.5046554803848267], [3110, 1.5109325647354126], [5537, 1.5149558782577515], [3903, 1.516383171081543], [5401, 1.5192241668701172], [8525, 1.5211679935455322], [3876, 1.5342628955841064]]"
3597,music plays while men play basketball and hockey,3597,"[[6504, 1.392364740371704]]","[[6504, 1.392364740371704], [3597, 1.4155170917510986], [5899, 1.4212462902069092], [9430, 1.4217890501022339], [6288, 1.4317330121994019]]","[[6504, 1.392364740371704], [3597, 1.4155170917510986], [5899, 1.4212462902069092], [9430, 1.4217890501022339], [6288, 1.4317330121994019], [1084, 1.4358702898025513], [3471, 1.4377357959747314], [2728, 1.4380929470062256], [8091, 1.4383094310760498], [9442, 1.43839693069458]]","[[6504, 1.392364740371704], [3597, 1.4155170917510986], [5899, 1.4212462902069092], [9430, 1.4217890501022339], [6288, 1.4317330121994019], [1084, 1.4358702898025513], [3471, 1.4377357959747314], [2728, 1.4380929470062256], [8091, 1.4383094310760498], [9442, 1.43839693069458]]"
3597,people are playing basketball,3597,"[[2728, 1.444098711013794]]","[[2728, 1.444098711013794], [1667, 1.4455480575561523], [3541, 1.4509711265563965], [1652, 1.456709861755371], [2592, 1.4579071998596191]]","[[2728, 1.444098711013794], [1667, 1.4455480575561523], [3541, 1.4509711265563965], [1652, 1.456709861755371], [2592, 1.4579071998596191], [1071, 1.4588792324066162], [494, 1.4593539237976074], [3049, 1.4604958295822144], [7458, 1.4608070850372314], [3471, 1.467728853225708]]","[[2728, 1.444098711013794], [1667, 1.4455480575561523], [3541, 1.4509711265563965], [1652, 1.456709861755371], [2592, 1.4579071998596191], [1071, 1.4588792324066162], [494, 1.4593539237976074], [3049, 1.4604958295822144], [7458, 1.4608070850372314], [3471, 1.467728853225708]]"
3597,people party very wild,3597,"[[6169, 1.4701290130615234]]","[[6169, 1.4701290130615234], [5185, 1.4967050552368164], [1583, 1.4993751049041748], [4137, 1.5126891136169434], [2322, 1.5146167278289795]]","[[6169, 1.4701290130615234], [5185, 1.4967050552368164], [1583, 1.4993751049041748], [4137, 1.5126891136169434], [2322, 1.5146167278289795], [2974, 1.5160807371139526], [7875, 1.5184519290924072], [7362, 1.5203856229782104], [2781, 1.520439624786377], [6947, 1.5214366912841797]]","[[6169, 1.4701290130615234], [5185, 1.4967050552368164], [1583, 1.4993751049041748], [4137, 1.5126891136169434], [2322, 1.5146167278289795], [2974, 1.5160807371139526], [7875, 1.5184519290924072], [7362, 1.5203856229782104], [2781, 1.520439624786377], [6947, 1.5214366912841797]]"
3597,people watching the scating hockey,3597,"[[8641, 1.4520528316497803]]","[[8641, 1.4520528316497803], [6487, 1.4813222885131836], [4187, 1.4818838834762573], [2434, 1.4827910661697388], [4459, 1.4832810163497925]]","[[8641, 1.4520528316497803], [6487, 1.4813222885131836], [4187, 1.4818838834762573], [2434, 1.4827910661697388], [4459, 1.4832810163497925], [2793, 1.4881179332733154], [5997, 1.5091547966003418], [1511, 1.510465383529663], [6784, 1.5117086172103882], [8133, 1.5133558511734009]]","[[8641, 1.4520528316497803], [6487, 1.4813222885131836], [4187, 1.4818838834762573], [2434, 1.4827910661697388], [4459, 1.4832810163497925], [2793, 1.4881179332733154], [5997, 1.5091547966003418], [1511, 1.510465383529663], [6784, 1.5117086172103882], [8133, 1.5133558511734009]]"
3597,random clips of dancers and sports clips with a techno remix background music,3597,"[[7289, 1.4232892990112305]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616], [7037, 1.4550895690917969], [4841, 1.4611339569091797], [3484, 1.4619872570037842], [7358, 1.4724829196929932], [8219, 1.4749492406845093]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616], [7037, 1.4550895690917969], [4841, 1.4611339569091797], [3484, 1.4619872570037842], [7358, 1.4724829196929932], [8219, 1.4749492406845093]]"
3597,some guy s are playing basket ball in a basket ball court,3597,"[[2728, 1.4038790464401245]]","[[2728, 1.4038790464401245], [7112, 1.4226032495498657], [3541, 1.4297401905059814], [3049, 1.4322253465652466], [2592, 1.434145212173462]]","[[2728, 1.4038790464401245], [7112, 1.4226032495498657], [3541, 1.4297401905059814], [3049, 1.4322253465652466], [2592, 1.434145212173462], [3471, 1.4352302551269531], [8715, 1.4411039352416992], [1071, 1.4422276020050049], [1667, 1.4445335865020752], [82, 1.4448375701904297]]","[[2728, 1.4038790464401245], [7112, 1.4226032495498657], [3541, 1.4297401905059814], [3049, 1.4322253465652466], [2592, 1.434145212173462], [3471, 1.4352302551269531], [8715, 1.4411039352416992], [1071, 1.4422276020050049], [1667, 1.4445335865020752], [82, 1.4448375701904297]]"
3597,sports montage set to loud music,3597,"[[8013, 1.4093384742736816]]","[[8013, 1.4093384742736816], [9430, 1.424992322921753], [5899, 1.4250026941299438], [3597, 1.4328744411468506], [7358, 1.442723035812378]]","[[8013, 1.4093384742736816], [9430, 1.424992322921753], [5899, 1.4250026941299438], [3597, 1.4328744411468506], [7358, 1.442723035812378], [6103, 1.4431171417236328], [2545, 1.4442546367645264], [341, 1.445535659790039], [2311, 1.4483890533447266], [3041, 1.448391318321228]]","[[8013, 1.4093384742736816], [9430, 1.424992322921753], [5899, 1.4250026941299438], [3597, 1.4328744411468506], [7358, 1.442723035812378], [6103, 1.4431171417236328], [2545, 1.4442546367645264], [341, 1.445535659790039], [2311, 1.4483890533447266], [3041, 1.448391318321228]]"
3597,various sports clips play while music is heard,3597,"[[4841, 1.414690613746643]]","[[4841, 1.414690613746643], [3597, 1.415452480316162], [6103, 1.421282410621643], [7037, 1.4213900566101074], [6504, 1.4244871139526367]]","[[4841, 1.414690613746643], [3597, 1.415452480316162], [6103, 1.421282410621643], [7037, 1.4213900566101074], [6504, 1.4244871139526367], [7358, 1.4253876209259033], [9430, 1.4261558055877686], [3484, 1.4267120361328125], [3041, 1.429570198059082], [2311, 1.4311439990997314]]","[[4841, 1.414690613746643], [3597, 1.415452480316162], [6103, 1.421282410621643], [7037, 1.4213900566101074], [6504, 1.4244871139526367], [7358, 1.4253876209259033], [9430, 1.4261558055877686], [3484, 1.4267120361328125], [3041, 1.429570198059082], [2311, 1.4311439990997314]]"
3597,video of athletes performing amazing plays,3597,"[[6103, 1.4057588577270508]]","[[6103, 1.4057588577270508], [3484, 1.4198150634765625], [6504, 1.4260653257369995], [9029, 1.429699420928955], [3447, 1.4316409826278687]]","[[6103, 1.4057588577270508], [3484, 1.4198150634765625], [6504, 1.4260653257369995], [9029, 1.429699420928955], [3447, 1.4316409826278687], [341, 1.4325919151306152], [7358, 1.4340767860412598], [2634, 1.4365290403366089], [2311, 1.4374945163726807], [6393, 1.4392861127853394]]","[[6103, 1.4057588577270508], [3484, 1.4198150634765625], [6504, 1.4260653257369995], [9029, 1.429699420928955], [3447, 1.4316409826278687], [341, 1.4325919151306152], [7358, 1.4340767860412598], [2634, 1.4365290403366089], [2311, 1.4374945163726807], [6393, 1.4392861127853394]]"
3597,hip hop playing with footage of a hockey game onscreen,3597,"[[5899, 1.354616641998291]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678], [6504, 1.4145376682281494], [1347, 1.4165832996368408], [6288, 1.4185689687728882], [3109, 1.4227566719055176], [3597, 1.4306046962738037]]","[[5899, 1.354616641998291], [9442, 1.373922348022461], [1782, 1.384852647781372], [9430, 1.395704984664917], [1215, 1.3994863033294678], [6504, 1.4145376682281494], [1347, 1.4165832996368408], [6288, 1.4185689687728882], [3109, 1.4227566719055176], [3597, 1.4306046962738037]]"
3597,random clips of dancers and sports clips with a techno remix background music,3597,"[[7289, 1.4232892990112305]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616], [7037, 1.4550895690917969], [4841, 1.4611339569091797], [3484, 1.4619872570037842], [7358, 1.4724829196929932], [8219, 1.4749492406845093]]","[[7289, 1.4232892990112305], [3597, 1.4273803234100342], [157, 1.4420700073242188], [3039, 1.4428296089172363], [3041, 1.4490617513656616], [7037, 1.4550895690917969], [4841, 1.4611339569091797], [3484, 1.4619872570037842], [7358, 1.4724829196929932], [8219, 1.4749492406845093]]"
3597,a basketball game is played,3597,"[[4561, 1.4355976581573486]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969], [4177, 1.4413299560546875], [7763, 1.442987084388733], [8610, 1.4456138610839844], [7710, 1.447242021560669], [2967, 1.4479036331176758]]","[[4561, 1.4355976581573486], [9013, 1.4391863346099854], [8668, 1.4393125772476196], [4214, 1.4400634765625], [1522, 1.4403190612792969], [4177, 1.4413299560546875], [7763, 1.442987084388733], [8610, 1.4456138610839844], [7710, 1.447242021560669], [2967, 1.4479036331176758]]"
